#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
32,"THORNTON, JOE",San Jose,82,1678:26,18,59,29,77,156,209,259,11.54,0.64,2.11,1.04,2.75,5.58,7.47,9.26,18.0,59.0,77.0
33,"JAGR, JAROMIR",Philadelphia,73,1192:14,19,35,21,54,170,250,324,11.18,0.96,1.76,1.06,2.72,8.56,12.58,16.31,22.9,42.2,65.1
34,"POMINVILLE, JASON",Buffalo,82,1612:07,30,43,26,73,235,317,407,12.77,1.12,1.60,0.97,2.72,8.75,11.80,15.15,33.0,47.3,80.2
35,"PACIORETTY, MAX",Montreal,79,1442:36,33,32,18,65,286,385,468,11.54,1.37,1.33,0.75,2.70,11.90,16.01,19.46,36.7,35.6,72.2
36,"SELANNE, TEEMU",Anaheim,82,1466:20,26,40,24,66,210,305,369,12.38,1.06,1.64,0.98,2.70,8.59,12.48,15.10,28.6,44.0,72.5
37,"PARENTEAU, PIERRE",NY Islanders,80,1492:12,18,49,29,67,167,217,272,10.78,0.72,1.97,1.17,2.69,6.71,8.73,10.94,19.1,52.1,71.3
38,"TOEWS, JONATHAN",Chicago,59,1229:46,27,28,17,55,183,218,255,14.75,1.32,1.37,0.83,2.68,8.93,10.64,12.44,34.6,35.9,70.5
39,"FILPPULA, VALTTERI",Detroit,81,1478:56,23,43,29,66,144,207,262,15.97,0.93,1.74,1.18,2.68,5.84,8.40,10.63,25.8,48.3,74.2
40,"LUCIC, MILAN",Boston,81,1379:21,26,35,22,61,149,205,275,17.45,1.13,1.52,0.96,2.65,6.48,8.92,11.96,29.2,39.3,68.5
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
41,"KANE, EVANDER",Winnipeg,74,1296:16,30,27,16,57,287,384,460,10.45,1.39,1.25,0.74,2.64,13.28,17.77,21.29,34.1,30.7,64.8
42,"ENNIS, TYLER",Buffalo,48,775:36,15,19,11,34,82,111,155,18.29,1.16,1.47,0.85,2.63,6.34,8.59,11.99,34.1,43.2,77.3
43,"ERIKSSON, LOUI",Dallas,82,1620:28,26,45,27,71,187,242,301,13.90,0.96,1.67,1.00,2.63,6.92,8.96,11.14,27.1,46.9,74.0
44,"COUTURE, LOGAN",San Jose,80,1485:02,31,34,24,65,245,328,426,12.65,1.25,1.37,0.97,2.63,9.90,13.25,17.21,38.8,42.5,81.2
45,"HORTON, NATHAN",Boston,46,732:55,17,15,10,32,90,114,155,18.89,1.39,1.23,0.82,2.62,7.37,9.33,12.69,31.5,27.8,59.3
46,"PEVERLEY, RICH",Boston,57,962:56,11,31,17,42,112,167,226,9.82,0.69,1.93,1.06,2.62,6.98,10.41,14.08,18.6,52.5,71.2
47,"MOULSON, MATT",NY Islanders,82,1582:49,36,33,19,69,219,280,358,16.44,1.36,1.25,0.72,2.62,8.30,10.61,13.57,34.3,31.4,65.7
48,"KOVALCHUK, ILYA",New Jersey,77,1881:41,36,46,26,82,309,424,571,11.65,1.15,1.47,0.83,2.61,9.85,13.52,18.21,34.0,43.4,77.4
49,"RYDER, MICHAEL",Dallas,82,1425:19,35,27,17,62,211,285,384,16.59,1.47,1.14,0.72,2.61,8.88,12.00,16.16,42.2,32.5,74.7
50,"ERAT, MARTIN",Nashville,71,1312:11,18,39,17,57,106,144,194,16.98,0.82,1.78,0.78,2.61,4.85,6.58,8.87,22.2,48.1,70.4
51,"KOPITAR, ANZE",Los Angeles,82,1749:47,25,51,24,76,229,332,417,10.92,0.86,1.75,0.82,2.61,7.85,11.38,14.30,24.8,50.5,75.2
52,"VRBATA, RADIM",Arizona,77,1435:23,35,27,16,62,232,314,399,15.09,1.46,1.13,0.67,2.59,9.70,13.13,16.68,42.7,32.9,75.6
53,"KREJCI, DAVID",Boston,79,1455:26,23,39,23,62,145,202,259,15.86,0.95,1.61,0.95,2.56,5.98,8.33,10.68,26.1,44.3,70.5
54,"ST._LOUIS, MARTIN",Tampa Bay,77,1740:15,25,49,31,74,185,263,344,13.51,0.86,1.69,1.07,2.55,6.38,9.07,11.86,21.0,41.2,62.2
55,"BERGERON, PATRICE",Boston,81,1505:07,22,42,31,64,191,276,355,11.52,0.88,1.67,1.24,2.55,7.61,11.00,14.15,24.2,46.2,70.3
56,"DUPUIS, PASCAL",Pittsburgh,82,1388:05,25,34,20,59,214,291,380,11.68,1.08,1.47,0.86,2.55,9.25,12.58,16.43,34.2,46.6,80.8
57,"RIBEIRO, MIKE",Dallas,74,1483:31,18,45,25,63,141,194,246,12.77,0.73,1.82,1.01,2.55,5.70,7.85,9.95,23.7,59.2,82.9
58,"ZETTERBERG, HENRIK",Detroit,82,1626:49,22,47,31,69,267,356,478,8.24,0.81,1.73,1.14,2.54,9.85,13.13,17.63,21.8,46.5,68.3
59,"STAPLETON, TIM",Winnipeg,63,639:13,11,16,9,27,74,97,116,14.86,1.03,1.50,0.84,2.53,6.95,9.10,10.89,27.5,40.0,67.5
60,"OVECHKIN, ALEX",Washington,78,1543:25,38,27,14,65,303,438,610,12.54,1.48,1.05,0.54,2.53,11.78,17.03,23.71,40.4,28.7,69.1
61,"WILLIAMS, JUSTIN",Los Angeles,82,1406:25,22,37,21,59,241,338,422,9.13,0.94,1.58,0.90,2.52,10.28,14.42,18.00,27.5,46.2,73.8
62,"WHEELER, BLAKE",Winnipeg,80,1526:02,17,47,31,64,208,310,371,8.17,0.67,1.85,1.22,2.52,8.18,12.19,14.59,17.9,49.5,67.4
63,"ALFREDSSON, DANIEL",Ottawa,75,1420:49,27,32,21,59,191,263,337,14.14,1.14,1.35,0.89,2.49,8.07,11.11,14.23,30.7,36.4,67.0
64,"FRANZEN, JOHAN",Detroit,77,1363:29,29,27,17,56,211,311,379,13.74,1.28,1.19,0.75,2.46,9.29,13.69,16.68,35.4,32.9,68.3
65,"PRONGER, CHRIS",Philadelphia,13,292:11,1,11,3,12,23,27,46,4.35,0.21,2.26,0.62,2.46,4.72,5.54,9.45,5.6,61.1,66.7
66,"MARCHAND, BRAD",Boston,76,1339:19,28,27,13,55,167,217,274,16.77,1.25,1.21,0.58,2.46,7.48,9.72,12.27,35.0,33.8,68.8
67,"SEMIN, ALEXANDER",Washington,77,1292:26,20,33,22,53,182,280,393,10.99,0.93,1.53,1.02,2.46,8.45,13.00,18.24,26.0,42.9,68.8
68,"SHAW, ANDREW",Chicago,37,562:39,12,11,8,23,74,99,130,16.22,1.28,1.17,0.85,2.45,7.89,10.56,13.86,38.7,35.5,74.2
69,"WELLWOOD, KYLE",Winnipeg,77,1151:20,18,29,14,47,93,129,158,19.35,0.94,1.51,0.73,2.45,4.85,6.72,8.23,30.0,48.3,78.3
70,"KUNITZ, CHRIS",Pittsburgh,82,1501:44,26,35,18,61,229,327,397,11.35,1.04,1.40,0.72,2.44,9.15,13.06,15.86,22.0,29.7,51.7
71,"LECAVALIER, VINCENT",Tampa Bay,64,1211:36,22,27,14,49,182,244,308,12.09,1.09,1.34,0.69,2.43,9.01,12.08,15.25,29.7,36.5,66.2
72,"BRIERE, DANIEL",Philadelphia,70,1214:48,16,33,22,49,173,225,309,9.25,0.79,1.63,1.09,2.42,8.54,11.11,15.26,21.3,44.0,65.3
73,"PERRON, DAVID",St. Louis,57,1042:20,21,21,12,42,114,170,206,18.42,1.21,1.21,0.69,2.42,6.56,9.79,11.86,29.2,29.2,58.3
74,"DESHARNAIS, DAVID",Montreal,81,1490:01,16,44,26,60,98,127,162,16.33,0.64,1.77,1.05,2.42,3.95,5.11,6.52,17.0,46.8,63.8
75,"STAAL, JORDAN",Pittsburgh,62,1241:52,25,25,18,50,149,211,265,16.78,1.21,1.21,0.87,2.42,7.20,10.19,12.80,39.1,39.1,78.1
76,"RADULOV, ALEXANDER",Nashville,9,174:08,3,4,3,7,21,28,35,14.29,1.03,1.38,1.03,2.41,7.24,9.65,12.06,27.3,36.4,63.6
77,"COLE, ERIK",Montreal,82,1519:35,35,26,15,61,241,309,408,14.52,1.38,1.03,0.59,2.41,9.52,12.20,16.11,36.1,26.8,62.9
78,"KANE, PATRICK",Chicago,82,1656:12,23,43,29,66,253,342,447,9.09,0.83,1.56,1.05,2.39,9.17,12.39,16.19,23.7,44.3,68.0
79,"MICHALEK, MILAN",Ottawa,77,1505:37,35,25,19,60,212,311,383,16.51,1.39,1.00,0.76,2.39,8.45,12.39,15.26,35.0,25.0,60.0
80,"GLENCROSS, CURTIS",Calgary,67,1207:35,26,22,11,48,110,138,177,23.64,1.29,1.09,0.55,2.38,5.47,6.86,8.79,40.6,34.4,75.0
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"RICHARDS, BRAD",NY Rangers,82,1661:55,25,41,21,66,229,324,428,10.92,0.90,1.48,0.76,2.38,8.27,11.70,15.45,27.5,45.1,72.5
82,"IGINLA, JAROME",Calgary,82,1689:50,32,35,25,67,251,347,451,12.75,1.14,1.24,0.89,2.38,8.91,12.32,16.01,34.0,37.2,71.3
83,"STAAL, ERIC",Carolina,82,1766:51,24,46,31,70,261,361,475,9.20,0.81,1.56,1.05,2.38,8.86,12.26,16.13,25.0,47.9,72.9
84,"SULLIVAN, STEVE",Pittsburgh,79,1213:22,17,31,14,48,140,185,230,12.14,0.84,1.53,0.69,2.37,6.92,9.15,11.37,19.3,35.2,54.5
85,"HAGELIN, CARL",NY Rangers,64,962:56,14,24,13,38,131,171,216,10.69,0.87,1.50,0.81,2.37,8.16,10.65,13.46,26.4,45.3,71.7
86,"HUDLER, JIRI",Detroit,81,1269:00,25,25,13,50,127,179,221,19.68,1.18,1.18,0.61,2.36,6.00,8.46,10.45,30.1,30.1,60.2
87,"TANGUAY, ALEX",Calgary,64,1218:52,12,36,25,48,83,121,159,14.46,0.59,1.77,1.23,2.36,4.09,5.96,7.83,17.6,52.9,70.6
88,"HAVLAT, MARTIN",San Jose,39,687:17,7,20,16,27,96,129,171,7.29,0.61,1.75,1.40,2.36,8.38,11.26,14.93,18.9,54.1,73.0
89,"WELLMAN, CASEY",Minnesota,14,178:18,2,5,2,7,25,37,47,8.00,0.67,1.68,0.67,2.36,8.41,12.45,15.82,33.3,83.3,116.7
90,"JOKINEN, OLLI",Calgary,82,1554:44,23,38,25,61,223,277,346,10.31,0.89,1.47,0.96,2.35,8.61,10.69,13.35,25.0,41.3,66.3
91,"MALONE, RYAN",Tampa Bay,68,1200:36,20,27,15,47,144,193,212,13.89,1.00,1.35,0.75,2.35,7.20,9.65,10.59,27.4,37.0,64.4
92,"GRABOVSKI, MIKHAIL",Toronto,74,1302:58,23,28,22,51,163,232,326,14.11,1.06,1.29,1.01,2.35,7.51,10.68,15.01,33.3,40.6,73.9
93,"FOLIGNO, NICK",Ottawa,82,1200:53,15,32,18,47,153,194,245,9.80,0.75,1.60,0.90,2.35,7.64,9.69,12.24,24.2,51.6,75.8
94,"PERREAULT, MATHIEU",Washington,64,769:42,16,14,9,30,61,93,129,26.23,1.25,1.09,0.70,2.34,4.76,7.25,10.06,36.4,31.8,68.2
95,"FLEISCHMANN, TOMAS",Florida,82,1566:06,27,34,21,61,217,302,416,12.44,1.03,1.30,0.80,2.34,8.31,11.57,15.94,30.0,37.8,67.8
96,"SZCZECHURA, PAUL",Buffalo,9,102:56,1,3,3,4,11,14,18,9.09,0.58,1.75,1.75,2.33,6.41,8.16,10.49,16.7,50.0,66.7
97,"STALBERG, VIKTOR",Chicago,79,1111:33,22,21,12,43,214,301,369,10.28,1.19,1.13,0.65,2.32,11.55,16.25,19.92,40.7,38.9,79.6
98,"PARISE, ZACH",New Jersey,82,1761:23,30,38,27,68,291,359,414,10.31,1.02,1.29,0.92,2.32,9.91,12.23,14.10,30.6,38.8,69.4
99,"VORACEK, JAKUB",Philadelphia,78,1270:43,18,31,20,49,190,252,348,9.47,0.85,1.46,0.94,2.31,8.97,11.90,16.43,21.4,36.9,58.3
100,"KENNEDY, TYLER",Pittsburgh,60,861:53,11,22,17,33,195,259,324,5.64,0.77,1.53,1.18,2.30,13.57,18.03,22.56,25.6,51.2,76.7
101,"VERSTEEG, KRIS",Florida,71,1413:36,23,31,20,54,181,243,296,12.71,0.98,1.32,0.85,2.29,7.68,10.31,12.56,27.7,37.3,65.1
102,"MARLEAU, PATRICK",San Jose,82,1679:23,30,34,16,64,251,344,418,11.95,1.07,1.21,0.57,2.29,8.97,12.29,14.93,29.1,33.0,62.1
103,"BITZ, BYRON",Vancouver,10,104:59,1,3,2,4,6,8,10,16.67,0.57,1.71,1.14,2.29,3.43,4.57,5.72,25.0,75.0,100.0
104,"KARLSSON, ERIK",Ottawa,81,2050:25,19,59,35,78,261,372,594,7.28,0.56,1.73,1.02,2.28,7.64,10.89,17.38,14.1,43.7,57.8
105,"HENRIQUE, ADAM",New Jersey,74,1343:51,16,35,18,51,130,164,189,12.31,0.71,1.56,0.80,2.28,5.80,7.32,8.44,24.6,53.8,78.5
106,"RYAN, BOBBY",Anaheim,82,1504:48,31,26,20,57,204,299,374,15.20,1.24,1.04,0.80,2.27,8.13,11.92,14.91,42.5,35.6,78.1
107,"SIMMONDS, WAYNE",Philadelphia,82,1304:15,28,21,14,49,197,257,318,14.21,1.29,0.97,0.64,2.25,9.06,11.82,14.63,35.4,26.6,62.0
108,"PROSPAL, VACLAV",Columbus,82,1466:43,16,39,25,55,165,207,259,9.70,0.65,1.60,1.02,2.25,6.75,8.47,10.60,18.8,45.9,64.7
109,"KOIVU, MIKKO",Minnesota,55,1174:09,12,32,23,44,129,168,218,9.30,0.61,1.64,1.18,2.25,6.59,8.58,11.14,19.7,52.5,72.1
110,"MACARTHUR, CLARKE",Toronto,73,1156:37,20,23,12,43,148,195,280,13.51,1.04,1.19,0.62,2.23,7.68,10.12,14.53,33.3,38.3,71.7
111,"HIGGINS, CHRIS",Vancouver,71,1158:24,18,25,12,43,165,219,251,10.91,0.93,1.29,0.62,2.23,8.55,11.34,13.00,27.3,37.9,65.2
112,"NASH, RICK",Columbus,82,1564:54,29,29,22,58,305,392,505,9.51,1.11,1.11,0.84,2.22,11.69,15.03,19.36,35.4,35.4,70.7
113,"LATENDRESSE, GUILLAUME",Minnesota,16,243:03,5,4,3,9,36,52,61,13.89,1.23,0.99,0.74,2.22,8.89,12.84,15.06,35.7,28.6,64.3
114,"AUCOIN, KEITH",Washington,27,297:43,3,8,4,11,21,31,43,14.29,0.60,1.61,0.81,2.22,4.23,6.25,8.67,17.6,47.1,64.7
115,"SKINNER, JEFF",Carolina,64,1191:56,20,24,17,44,209,286,371,9.57,1.01,1.21,0.86,2.21,10.52,14.40,18.68,31.7,38.1,69.8
116,"HORNQVIST, PATRIC",Nashville,76,1165:10,27,16,8,43,230,291,338,11.74,1.39,0.82,0.41,2.21,11.84,14.98,17.41,38.6,22.9,61.4
117,"VAN_RIEMSDYK, JAMES",Philadelphia,43,652:41,11,13,10,24,121,157,203,9.09,1.01,1.20,0.92,2.21,11.12,14.43,18.66,31.4,37.1,68.6
118,"FISHER, MIKE",Nashville,72,1389:22,24,27,14,51,157,209,260,15.29,1.04,1.17,0.60,2.20,6.78,9.03,11.23,28.2,31.8,60.0
119,"NYQUIST, GUSTAV",Detroit,18,190:43,1,6,4,7,19,28,34,5.26,0.31,1.89,1.26,2.20,5.98,8.81,10.70,14.3,85.7,100.0
120,"LEGWAND, DAVID",Nashville,78,1444:38,19,34,24,53,140,179,220,13.57,0.79,1.41,1.00,2.20,5.81,7.43,9.14,24.7,44.2,68.8
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"BRULE, GILBERT",Arizona,33,381:37,5,9,5,14,56,76,88,8.93,0.79,1.42,0.79,2.20,8.80,11.95,13.84,22.7,40.9,63.6
122,"SCHWARTZ, JADEN",St. Louis,7,81:49,2,1,0,3,6,7,9,33.33,1.47,0.73,0.00,2.20,4.40,5.13,6.60,50.0,25.0,75.0
123,"COLBORNE, JOE",Toronto,10,136:53,1,4,1,5,7,8,8,14.29,0.44,1.75,0.44,2.19,3.07,3.51,3.51,11.1,44.4,55.6
124,"GAGNER, SAM",Edmonton,75,1288:42,18,29,19,47,149,230,292,12.08,0.84,1.35,0.88,2.19,6.94,10.71,13.60,24.7,39.7,64.4
125,"BOUCHARD, PIERRE-MARC",Minnesota,37,603:59,9,13,7,22,84,106,141,10.71,0.89,1.29,0.70,2.19,8.34,10.53,14.01,26.5,38.2,64.7
126,"PAVELSKI, JOE",San Jose,82,1690:16,31,30,20,61,269,394,503,11.52,1.10,1.06,0.71,2.17,9.55,13.99,17.86,31.3,30.3,61.6
127,"SAMUELSSON, MIKAEL",Florida,54,861:10,14,17,10,31,138,174,240,10.14,0.98,1.18,0.70,2.16,9.61,12.12,16.72,30.4,37.0,67.4
128,"HODGSON, CODY",Buffalo,83,1147:16,19,22,15,41,154,203,259,12.34,0.99,1.15,0.78,2.14,8.05,10.62,13.55,30.2,34.9,65.1
129,"STASTNY, PAUL",Colorado,79,1487:45,21,32,19,53,190,247,304,11.05,0.85,1.29,0.77,2.14,7.66,9.96,12.26,25.3,38.6,63.9
130,"CONNER, CHRIS",Detroit,8,84:30,1,2,2,3,10,14,17,10.00,0.71,1.42,1.42,2.13,7.10,9.94,12.07,33.3,66.7,100.0
131,"KING, DWIGHT",Los Angeles,27,395:16,5,9,5,14,42,59,68,11.90,0.76,1.37,0.76,2.13,6.38,8.96,10.32,23.8,42.9,66.7
132,"POULIOT, BENOIT",Boston,74,903:32,16,16,9,32,107,148,174,14.95,1.06,1.06,0.60,2.12,7.11,9.83,11.55,31.4,31.4,62.7
133,"STAFFORD, DREW",Buffalo,80,1411:50,20,30,25,50,226,296,377,8.85,0.85,1.27,1.06,2.12,9.60,12.58,16.02,29.0,43.5,72.5
134,"MCGINN, JAMIE",Colorado,78,1048:51,20,17,11,37,159,217,257,12.58,1.14,0.97,0.63,2.12,9.10,12.41,14.70,39.2,33.3,72.5
135,"SMITH, CRAIG",Nashville,72,1021:30,14,22,13,36,172,246,308,8.14,0.82,1.29,0.76,2.11,10.10,14.45,18.09,29.2,45.8,75.0
136,"BURROWS, ALEX",Vancouver,80,1477:57,28,24,18,52,198,273,341,14.14,1.14,0.97,0.73,2.11,8.04,11.08,13.84,35.0,30.0,65.0
137,"CLARKSON, DAVID",New Jersey,80,1308:32,30,16,8,46,228,300,354,13.16,1.38,0.73,0.37,2.11,10.45,13.76,16.23,41.7,22.2,63.9
138,"PERRY, COREY",Anaheim,80,1710:21,37,23,19,60,278,382,467,13.31,1.30,0.81,0.67,2.10,9.75,13.40,16.38,43.5,27.1,70.6
139,"KOSTITSYN, SERGEI",Nashville,75,1235:04,17,26,19,43,96,136,192,17.71,0.83,1.26,0.92,2.09,4.66,6.61,9.33,27.9,42.6,70.5
140,"EBBETT, ANDREW",Vancouver,18,172:30,5,1,0,6,27,36,39,18.52,1.74,0.35,0.00,2.09,9.39,12.52,13.57,50.0,10.0,60.0
141,"O_REILLY, RYAN",Colorado,81,1581:58,18,37,21,55,189,238,302,9.52,0.68,1.40,0.80,2.09,7.17,9.03,11.45,25.0,51.4,76.4
142,"WEISS, STEPHEN",Florida,80,1640:49,20,37,20,57,148,217,264,13.51,0.73,1.35,0.73,2.08,5.41,7.94,9.65,21.5,39.8,61.3
143,"OSHIE, TJ",St. Louis,80,1562:21,19,35,24,54,188,249,296,10.11,0.73,1.34,0.92,2.07,7.22,9.56,11.37,23.8,43.8,67.5
144,"BOURQUE, GABRIEL",Nashville,43,549:55,7,12,5,19,59,72,94,11.86,0.76,1.31,0.55,2.07,6.44,7.86,10.26,29.2,50.0,79.2
145,"CARCILLO, DAN",Chicago,28,319:12,2,9,5,11,27,42,55,7.41,0.38,1.69,0.94,2.07,5.08,7.89,10.34,11.1,50.0,61.1
146,"BERTUZZI, TODD",Detroit,71,1104:13,14,24,9,38,118,159,188,11.86,0.76,1.30,0.49,2.06,6.41,8.64,10.22,22.2,38.1,60.3
147,"DOWNIE, STEVE",Colorado,75,1194:52,14,27,13,41,140,191,265,10.00,0.70,1.36,0.65,2.06,7.03,9.59,13.31,21.9,42.2,64.1
148,"CAMMALLERI, MIKE",Calgary,66,1195:20,20,21,12,41,175,220,281,11.43,1.00,1.05,0.60,2.06,8.78,11.04,14.10,35.7,37.5,73.2
149,"JOHANSSON, MARCUS",Washington,80,1343:54,14,32,20,46,90,125,177,15.56,0.62,1.43,0.89,2.05,4.02,5.58,7.90,19.4,44.4,63.9
150,"WELLWOOD, ERIC",Philadelphia,24,262:58,5,4,2,9,36,52,60,13.89,1.14,0.91,0.46,2.05,8.21,11.86,13.69,31.2,25.0,56.2
151,"BOZAK, TYLER",Toronto,73,1375:28,18,29,17,47,109,163,200,16.51,0.79,1.26,0.74,2.05,4.75,7.11,8.72,22.0,35.4,57.3
152,"READ, MATT",Philadelphia,79,1347:49,23,23,9,46,154,228,282,14.94,1.02,1.02,0.40,2.05,6.86,10.15,12.55,33.3,33.3,66.7
153,"MUELLER, PETER",Colorado,32,468:53,7,9,8,16,82,115,154,8.54,0.90,1.15,1.02,2.05,10.49,14.72,19.71,36.8,47.4,84.2
154,"LANDESKOG, GABRIEL",Colorado,82,1526:11,22,30,15,52,270,336,406,8.15,0.86,1.18,0.59,2.04,10.61,13.21,15.96,27.2,37.0,64.2
155,"HALISCHUK, MATT",Nashville,73,821:51,15,13,8,28,96,115,137,15.62,1.10,0.95,0.58,2.04,7.01,8.40,10.00,45.5,39.4,84.8
156,"STEEN, ALEXANDER",St. Louis,43,822:27,15,13,8,28,134,191,278,11.19,1.09,0.95,0.58,2.04,9.78,13.93,20.28,29.4,25.5,54.9
157,"BRASSARD, DERICK",Columbus,74,1208:55,14,27,16,41,125,156,233,11.20,0.69,1.34,0.79,2.03,6.20,7.74,11.56,23.7,45.8,69.5
