#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
15,"SUNDIN, MATS",Toronto,74,1479:42,32,46,28,78,259,357,447,12.36,1.30,1.87,1.14,3.16,10.50,14.48,18.13,31.1,44.7,75.7
16,"KOVALEV, ALEX",Montreal,82,1600:05,35,49,27,84,230,290,393,15.22,1.31,1.84,1.01,3.15,8.62,10.87,14.74,29.9,41.9,71.8
17,"HEMSKY, ALES",Edmonton,74,1374:27,20,51,36,71,184,247,339,10.87,0.87,2.23,1.57,3.10,8.03,10.78,14.80,23.0,58.6,81.6
18,"SAVARD, MARC",Boston,74,1518:31,15,63,30,78,196,254,340,7.65,0.59,2.49,1.19,3.08,7.74,10.04,13.43,15.8,66.3,82.1
19,"STASTNY, PAUL",Colorado,66,1391:06,24,47,21,71,138,187,221,17.39,1.04,2.03,0.91,3.06,5.95,8.07,9.53,25.0,49.0,74.0
20,"KOVALCHUK, ILYA",Winnipeg,79,1696:45,51,35,26,86,282,393,531,18.09,1.80,1.24,0.92,3.04,9.97,13.90,18.78,45.9,31.5,77.5
21,"WILLIAMS, JASON",Chicago,43,713:21,13,23,13,36,101,123,155,12.87,1.09,1.93,1.09,3.03,8.50,10.35,13.04,25.5,45.1,70.6
22,"FROLOV, ALEXANDER",Los Angeles,71,1334:40,23,44,26,67,160,224,285,14.38,1.03,1.98,1.17,3.01,7.19,10.07,12.81,27.1,51.8,78.8
23,"NAGY, LADISLAV",Los Angeles,38,524:09,9,17,8,26,77,107,134,11.69,1.03,1.95,0.92,2.98,8.81,12.25,15.34,28.1,53.1,81.2
24,"ROY, DEREK",Buffalo,78,1633:33,32,49,30,81,218,292,368,14.68,1.18,1.80,1.10,2.98,8.01,10.73,13.52,26.9,41.2,68.1
25,"WHITNEY, RAY",Carolina,65,1236:54,25,36,18,61,201,285,357,12.44,1.21,1.75,0.87,2.96,9.75,13.82,17.32,29.8,42.9,72.6
26,"CULLEN, MATT",Carolina,59,995:03,13,36,18,49,137,194,255,9.49,0.78,2.17,1.09,2.95,8.26,11.70,15.38,18.8,52.2,71.0
27,"SELANNE, TEEMU",Anaheim,26,471:07,12,11,6,23,87,114,128,13.79,1.53,1.40,0.76,2.93,11.08,14.52,16.30,37.5,34.4,71.9
28,"POMINVILLE, JASON",Buffalo,82,1639:34,27,53,29,80,232,315,396,11.64,0.99,1.94,1.06,2.93,8.49,11.53,14.49,26.7,52.5,79.2
29,"DUMONT, J.P.",Nashville,80,1479:38,29,43,31,72,192,275,336,15.10,1.18,1.74,1.26,2.92,7.79,11.15,13.62,30.5,45.3,75.8
30,"LECAVALIER, VINCENT",Tampa Bay,81,1857:08,38,52,27,90,315,412,529,12.06,1.23,1.68,0.87,2.91,10.18,13.31,17.09,31.4,43.0,74.4
31,"BRIERE, DANIEL",Philadelphia,79,1487:53,31,41,26,72,181,228,298,17.13,1.25,1.65,1.05,2.90,7.30,9.19,12.02,32.3,42.7,75.0
32,"NYLANDER, MICHAEL",Washington,40,766:25,11,26,15,37,77,93,116,14.29,0.86,2.04,1.17,2.90,6.03,7.28,9.08,21.6,51.0,72.5
33,"ARNOTT, JASON",Nashville,79,1499:40,28,44,19,72,248,344,411,11.29,1.12,1.76,0.76,2.88,9.92,13.76,16.44,27.2,42.7,69.9
34,"PETERSEN, TOBY",Dallas,8,62:40,0,3,3,3,6,9,10,0.00,0.00,2.87,2.87,2.87,5.74,8.62,9.57,0.0,75.0,75.0
35,"KANE, PATRICK",Chicago,82,1505:49,21,51,34,72,191,246,310,10.99,0.84,2.03,1.35,2.87,7.61,9.80,12.35,21.2,51.5,72.7
36,"RICHARDS, MIKE",Philadelphia,73,1568:39,28,47,31,75,211,302,416,13.27,1.07,1.80,1.19,2.87,8.07,11.55,15.91,25.5,42.7,68.2
37,"SEDIN, DANIEL",Vancouver,82,1559:24,29,45,26,74,247,333,402,11.74,1.12,1.73,1.00,2.85,9.50,12.81,15.47,30.2,46.9,77.1
38,"PLEKANEC, TOMAS",Montreal,81,1461:56,29,40,24,69,186,249,303,15.59,1.19,1.64,0.98,2.83,7.63,10.22,12.44,30.2,41.7,71.9
39,"DOAN, SHANE",Arizona,79,1637:09,28,49,32,77,233,297,379,12.02,1.03,1.80,1.17,2.82,8.54,10.88,13.89,26.9,47.1,74.0
40,"SEDIN, HENRIK",Vancouver,82,1597:30,15,60,37,75,140,192,232,10.71,0.56,2.25,1.39,2.82,5.26,7.21,8.71,14.3,57.1,71.4
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
41,"VANEK, THOMAS",Buffalo,82,1378:52,36,28,19,64,240,327,382,15.00,1.57,1.22,0.83,2.78,10.44,14.23,16.62,38.3,29.8,68.1
42,"BRUNETTE, ANDREW",Colorado,82,1274:36,19,40,25,59,125,158,197,15.20,0.89,1.88,1.18,2.78,5.88,7.44,9.27,22.9,48.2,71.1
43,"SYKORA, PETR",Pittsburgh,81,1364:11,28,35,22,63,200,297,392,14.00,1.23,1.54,0.97,2.77,8.80,13.06,17.24,28.9,36.1,64.9
44,"HUSELIUS, KRISTIAN",Calgary,81,1434:12,25,41,25,66,202,256,318,12.38,1.05,1.72,1.05,2.76,8.45,10.71,13.30,25.5,41.8,67.3
45,"BOUCHARD, PIERRE-MARC",Minnesota,80,1349:27,13,49,30,62,127,178,253,10.24,0.58,2.18,1.33,2.76,5.65,7.91,11.25,16.5,62.0,78.5
46,"BOYLE, BRIAN",Los Angeles,8,109:00,4,1,1,5,19,20,22,21.05,2.20,0.55,0.55,2.75,10.46,11.01,12.11,50.0,12.5,62.5
47,"PROSPAL, VACLAV",Philadelphia,80,1549:47,33,38,27,71,215,280,349,15.35,1.28,1.47,1.05,2.75,8.32,10.84,13.51,32.7,37.6,70.3
48,"SAKIC, JOE",Colorado,44,879:29,13,27,14,40,124,155,209,10.48,0.89,1.84,0.96,2.73,8.46,10.57,14.26,22.4,46.6,69.0
49,"KOPITAR, ANZE",Los Angeles,82,1695:15,32,45,23,77,201,282,346,15.92,1.13,1.59,0.81,2.73,7.11,9.98,12.25,31.4,44.1,75.5
50,"MORROW, BRENDEN",Dallas,82,1639:11,32,42,26,74,207,292,365,15.46,1.17,1.54,0.95,2.71,7.58,10.69,13.36,27.8,36.5,64.3
51,"STAAL, ERIC",Carolina,81,1752:07,35,44,25,79,305,412,544,11.48,1.20,1.51,0.86,2.71,10.44,14.11,18.63,29.9,37.6,67.5
52,"CONNOLLY, TIM",Buffalo,48,891:50,7,33,18,40,111,145,182,6.31,0.47,2.22,1.21,2.69,7.47,9.76,12.24,10.8,50.8,61.5
53,"PARISE, ZACH",New Jersey,81,1461:08,32,33,20,65,266,364,431,12.03,1.31,1.36,0.82,2.67,10.92,14.95,17.70,36.0,37.1,73.0
54,"TOEWS, JONATHAN",Chicago,64,1194:33,24,29,12,53,144,175,217,16.67,1.21,1.46,0.60,2.66,7.23,8.79,10.90,26.1,31.5,57.6
55,"BACKSTROM, NICKLAS",Washington,81,1534:10,14,54,28,68,151,224,273,9.27,0.55,2.11,1.10,2.66,5.91,8.76,10.68,12.4,47.8,60.2
56,"BOYES, BRAD",St. Louis,82,1470:21,43,22,12,65,207,307,379,20.77,1.75,0.90,0.49,2.65,8.45,12.53,15.47,46.2,23.7,69.9
57,"LUPUL, JOFFREY",Philadelphia,56,1019:05,19,26,14,45,175,227,275,10.86,1.12,1.53,0.82,2.65,10.30,13.37,16.19,28.4,38.8,67.2
58,"STREIT, MARK",Montreal,81,1416:07,13,49,23,62,164,223,313,7.93,0.55,2.08,0.97,2.63,6.95,9.45,13.26,11.8,44.5,56.4
59,"SVATOS, MAREK",Colorado,62,846:35,26,11,6,37,140,184,209,18.57,1.84,0.78,0.43,2.62,9.92,13.04,14.81,59.1,25.0,84.1
60,"STAFFORD, DREW",Buffalo,64,869:47,16,22,13,38,102,134,163,15.69,1.10,1.52,0.90,2.62,7.04,9.24,11.24,36.4,50.0,86.4
61,"RADULOV, ALEXANDER",Nashville,81,1327:45,26,32,21,58,183,233,280,14.21,1.17,1.45,0.95,2.62,8.27,10.53,12.65,29.9,36.8,66.7
62,"TKACHUK, KEITH",St. Louis,79,1331:31,27,31,16,58,177,249,298,15.25,1.22,1.40,0.72,2.61,7.98,11.22,13.43,34.2,39.2,73.4
63,"JOKINEN, OLLI",Florida,82,1630:50,34,37,25,71,341,455,563,9.97,1.25,1.36,0.92,2.61,12.55,16.74,20.71,35.4,38.5,74.0
64,"GOMEZ, SCOTT",NY Rangers,81,1610:09,16,54,35,70,242,310,370,6.61,0.60,2.01,1.30,2.61,9.02,11.55,13.79,16.8,56.8,73.7
65,"KOSTITSYN, ANDREI",Montreal,78,1221:02,26,27,17,53,156,224,277,16.67,1.28,1.33,0.84,2.60,7.67,11.01,13.61,31.3,32.5,63.9
66,"STILLMAN, CORY",Ottawa,79,1498:10,24,41,20,65,166,235,298,14.46,0.96,1.64,0.80,2.60,6.65,9.41,11.93,28.9,49.4,78.3
67,"LANGKOW, DAYMOND",Calgary,80,1506:15,30,35,23,65,201,271,314,14.93,1.20,1.39,0.92,2.59,8.01,10.79,12.51,28.3,33.0,61.3
68,"PERRY, COREY",Anaheim,70,1256:37,29,25,16,54,200,285,326,14.50,1.38,1.19,0.76,2.58,9.55,13.61,15.57,36.7,31.6,68.4
69,"HOSSA, MARIAN",Pittsburgh,72,1536:45,29,37,22,66,264,328,406,10.98,1.13,1.44,0.86,2.58,10.31,12.81,15.85,33.3,42.5,75.9
70,"HAYDAR, DARREN",Winnipeg,16,188:08,1,7,5,8,14,15,26,7.14,0.32,2.23,1.59,2.55,4.46,4.78,8.29,10.0,70.0,80.0
71,"HORCOFF, SHAWN",Edmonton,53,1177:46,21,29,16,50,115,158,195,18.26,1.07,1.48,0.82,2.55,5.86,8.05,9.93,33.3,46.0,79.4
72,"KARIYA, PAUL",St. Louis,82,1534:34,16,49,31,65,223,285,355,7.17,0.63,1.92,1.21,2.54,8.72,11.14,13.88,18.0,55.1,73.0
73,"WILLIAMS, JUSTIN",Carolina,36,710:04,9,21,10,30,104,139,181,8.65,0.76,1.77,0.84,2.54,8.79,11.75,15.29,22.0,51.2,73.2
74,"NASH, RICK",Columbus,80,1638:11,38,31,19,69,327,422,519,11.62,1.39,1.14,0.70,2.53,11.98,15.46,19.01,46.3,37.8,84.1
75,"JAGR, JAROMIR",NY Rangers,82,1677:44,26,44,25,70,250,357,465,10.40,0.93,1.57,0.89,2.50,8.94,12.77,16.63,27.7,46.8,74.5
76,"ST._LOUIS, MARTIN",Tampa Bay,82,1989:20,25,58,38,83,241,337,412,10.37,0.75,1.75,1.15,2.50,7.27,10.16,12.43,20.3,47.2,67.5
77,"MORRISON, BRENDAN",Vancouver,39,599:56,9,16,7,25,54,76,100,16.67,0.90,1.60,0.70,2.50,5.40,7.60,10.00,28.1,50.0,78.1
78,"HAVLAT, MARTIN",Chicago,35,650:38,10,17,9,27,87,104,121,11.49,0.92,1.57,0.83,2.49,8.02,9.59,11.16,25.0,42.5,67.5
79,"NILSSON, ROBERT",Edmonton,71,988:40,10,31,21,41,102,135,173,9.80,0.61,1.88,1.27,2.49,6.19,8.19,10.50,19.2,59.6,78.8
80,"SHARP, PATRICK",Chicago,80,1501:42,36,26,16,62,209,272,329,17.22,1.44,1.04,0.64,2.48,8.35,10.87,13.15,39.1,28.3,67.4
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"DEMITRA, PAVOL",Minnesota,67,1320:38,15,39,25,54,123,183,229,12.20,0.68,1.77,1.14,2.45,5.59,8.31,10.40,17.9,46.4,64.3
82,"LEHTINEN, JERE",Dallas,48,908:03,15,22,14,37,118,160,205,12.71,0.99,1.45,0.93,2.44,7.80,10.57,13.55,24.6,36.1,60.7
83,"JOKINEN, JUSSI",Tampa Bay,72,1040:52,16,26,15,42,131,169,223,12.21,0.92,1.50,0.86,2.42,7.55,9.74,12.85,28.6,46.4,75.0
84,"ELIAS, PATRIK",New Jersey,74,1366:14,20,35,20,55,263,343,441,7.60,0.88,1.54,0.88,2.42,11.55,15.06,19.37,28.6,50.0,78.6
85,"ERAT, MARTIN",Nashville,76,1417:54,23,34,17,57,163,216,261,14.11,0.97,1.44,0.72,2.41,6.90,9.14,11.04,31.1,45.9,77.0
86,"CAMMALLERI, MIKE",Los Angeles,63,1169:57,19,28,18,47,210,308,390,9.05,0.97,1.44,0.92,2.41,10.77,15.80,20.00,27.1,40.0,67.1
87,"KOIVU, SAKU",Montreal,77,1394:02,16,40,25,56,150,198,255,10.67,0.69,1.72,1.08,2.41,6.46,8.52,10.98,18.6,46.5,65.1
88,"OUELLET, MICHEL",Tampa Bay,64,871:16,17,18,13,35,132,195,235,12.88,1.17,1.24,0.90,2.41,9.09,13.43,16.18,32.1,34.0,66.0
89,"COGLIANO, ANDREW",Edmonton,82,1120:17,18,27,14,45,98,130,156,18.37,0.96,1.45,0.75,2.41,5.25,6.96,8.36,31.0,46.6,77.6
90,"MOTZKO, JOE",Washington,8,99:38,2,2,2,4,10,12,14,20.00,1.20,1.20,1.20,2.41,6.02,7.23,8.43,25.0,25.0,50.0
91,"HORTON, NATHAN",Florida,82,1536:08,26,35,20,61,211,293,382,12.32,1.02,1.37,0.78,2.38,8.24,11.44,14.92,27.4,36.8,64.2
92,"GAGNE, SIMON",Philadelphia,25,453:38,7,11,7,18,76,102,129,9.21,0.93,1.45,0.93,2.38,10.05,13.49,17.06,21.2,33.3,54.5
93,"TANGUAY, ALEX",Calgary,78,1463:18,18,40,31,58,121,165,207,14.88,0.74,1.64,1.27,2.38,4.96,6.77,8.49,20.0,44.4,64.4
94,"GAGNER, SAM",Edmonton,79,1237:07,13,36,26,49,135,192,233,9.63,0.63,1.75,1.26,2.38,6.55,9.31,11.30,19.7,54.5,74.2
95,"VRBATA, RADIM",Arizona,75,1365:28,26,28,15,54,243,307,363,10.70,1.14,1.23,0.66,2.37,10.68,13.49,15.95,32.5,35.0,67.5
96,"HUDLER, JIRI",Detroit,81,1066:39,13,29,18,42,131,178,203,9.92,0.73,1.63,1.01,2.36,7.37,10.01,11.42,22.8,50.9,73.7
97,"MICHALEK, MILAN",San Jose,79,1426:11,24,32,21,56,232,306,366,10.34,1.01,1.35,0.88,2.36,9.76,12.87,15.40,26.7,35.6,62.2
98,"MUELLER, PETER",Arizona,80,1376:09,22,32,21,54,198,291,371,11.11,0.96,1.40,0.92,2.35,8.63,12.69,16.18,26.5,38.6,65.1
99,"SEMIN, ALEXANDER",Washington,62,1046:52,25,16,10,41,182,267,349,13.74,1.43,0.92,0.57,2.35,10.43,15.30,20.00,37.9,24.2,62.1
100,"WOLSKI, WOJTEK",Colorado,77,1226:31,18,30,16,48,158,202,270,11.39,0.88,1.47,0.78,2.35,7.73,9.88,13.21,27.7,46.2,73.8
101,"STURM, MARCO",Boston,80,1439:14,27,29,19,56,229,293,335,11.79,1.13,1.21,0.79,2.33,9.55,12.21,13.97,32.5,34.9,67.5
102,"ANTROPOV, NIK",Toronto,72,1442:28,26,30,20,56,165,240,297,15.76,1.08,1.25,0.83,2.33,6.86,9.98,12.35,29.5,34.1,63.6
103,"HAMILTON, JEFFREY",Carolina,57,618:51,9,15,7,24,116,162,224,7.76,0.87,1.45,0.68,2.33,11.25,15.71,21.72,20.0,33.3,53.3
104,"HOLMSTROM, TOMAS",Detroit,59,1035:08,20,20,9,40,137,207,236,14.60,1.16,1.16,0.52,2.32,7.94,12.00,13.68,25.0,25.0,50.0
105,"RYAN, BOBBY",Anaheim,23,259:03,5,5,3,10,37,49,57,13.51,1.16,1.16,0.69,2.32,8.57,11.35,13.20,41.7,41.7,83.3
106,"LANG, ROBERT",Chicago,76,1399:44,21,33,24,54,171,216,253,12.28,0.90,1.41,1.03,2.31,7.33,9.26,10.84,25.9,40.7,66.7
107,"BERGERON, PATRICE",Boston,10,181:40,3,4,1,7,24,35,45,12.50,0.99,1.32,0.33,2.31,7.93,11.56,14.86,30.0,40.0,70.0
108,"BRIND_AMOUR, ROD",Carolina,59,1324:42,19,32,18,51,151,188,234,12.58,0.86,1.45,0.82,2.31,6.84,8.52,10.60,27.9,47.1,75.0
109,"ZHERDEV, NIKOLAI",Columbus,82,1587:14,26,35,28,61,254,341,439,10.24,0.98,1.32,1.06,2.31,9.60,12.89,16.59,33.8,45.5,79.2
110,"CLEARY, DAN",Detroit,63,1095:21,19,23,12,42,176,236,275,10.80,1.04,1.26,0.66,2.30,9.64,12.93,15.06,27.9,33.8,61.8
111,"BEECH, KRIS",Pittsburgh,25,287:35,6,5,4,11,36,39,46,16.67,1.25,1.04,0.83,2.29,7.51,8.14,9.60,37.5,31.2,68.8
112,"MATTHIAS, SHAWN",Florida,4,52:30,2,0,0,2,5,10,11,40.00,2.29,0.00,0.00,2.29,5.71,11.43,12.57,100.0,0.0,100.0
113,"DOWNIE, STEVE",Philadelphia,32,315:11,6,6,4,12,25,32,40,24.00,1.14,1.14,0.76,2.28,4.76,6.09,7.61,37.5,37.5,75.0
114,"NASLUND, MARKUS",Vancouver,82,1421:51,25,29,12,54,235,314,380,10.64,1.05,1.22,0.51,2.28,9.92,13.25,16.04,29.8,34.5,64.3
115,"BROWN, DUSTIN",Los Angeles,78,1582:12,33,27,17,60,219,299,380,15.07,1.25,1.02,0.64,2.28,8.30,11.34,14.41,37.1,30.3,67.4
116,"GAMACHE, SIMON",Toronto,11,105:32,2,2,0,4,11,18,23,18.18,1.14,1.14,0.00,2.27,6.25,10.23,13.08,33.3,33.3,66.7
117,"UMBERGER, RJ",Philadelphia,74,1319:56,13,37,23,50,173,219,288,7.51,0.59,1.68,1.05,2.27,7.86,9.96,13.09,20.6,58.7,79.4
118,"CONBOY, TIM",Carolina,19,132:22,0,5,3,5,16,21,26,0.00,0.00,2.27,1.36,2.27,7.25,9.52,11.79,0.0,62.5,62.5
119,"SAMSONOV, SERGEI",Carolina,60,953:17,14,22,15,36,109,144,186,12.84,0.88,1.38,0.94,2.27,6.86,9.06,11.71,25.0,39.3,64.3
120,"KOZLOV, VIKTOR",Washington,80,1405:25,16,37,27,53,215,287,336,7.44,0.68,1.58,1.15,2.26,9.18,12.25,14.34,17.0,39.4,56.4
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"CLOWE, RYANE",San Jose,15,212:39,3,5,2,8,22,29,42,13.64,0.85,1.41,0.56,2.26,6.21,8.18,11.85,23.1,38.5,61.5
122,"LEGWAND, DAVID",Nashville,65,1170:36,15,29,16,44,144,174,207,10.42,0.77,1.49,0.82,2.26,7.38,8.92,10.61,22.1,42.6,64.7
123,"SHANNON, RYAN",Vancouver,27,347:25,5,8,5,13,34,52,62,14.71,0.86,1.38,0.86,2.25,5.87,8.98,10.71,25.0,40.0,65.0
124,"RECCHI, MARK",Winnipeg,72,1285:51,14,34,20,48,121,151,180,11.57,0.65,1.59,0.93,2.24,5.65,7.05,8.40,20.3,49.3,69.6
125,"COLE, ERIK",Carolina,72,1393:57,23,29,23,52,215,299,369,10.70,0.99,1.25,0.99,2.24,9.25,12.87,15.88,24.0,30.2,54.2
126,"LADD, ANDREW",Chicago,63,804:50,14,16,8,30,131,166,194,10.69,1.04,1.19,0.60,2.24,9.77,12.38,14.46,31.1,35.6,66.7
127,"CROMBEEN, BJ",Dallas,8,53:41,0,2,1,2,9,9,10,0.00,0.00,2.24,1.12,2.24,10.06,10.06,11.18,0.0,40.0,40.0
128,"VERMETTE, ANTOINE",Ottawa,81,1425:58,24,29,17,53,175,236,280,13.71,1.01,1.22,0.72,2.23,7.36,9.93,11.78,36.9,44.6,81.5
129,"UPSHALL, SCOTTIE",Philadelphia,61,812:14,14,16,10,30,128,175,213,10.94,1.03,1.18,0.74,2.22,9.46,12.93,15.73,34.1,39.0,73.2
130,"DAWES, NIGEL",NY Rangers,61,792:04,14,15,11,29,121,165,200,11.57,1.06,1.14,0.83,2.20,9.17,12.50,15.15,35.0,37.5,72.5
131,"AVERY, SEAN",NY Rangers,57,902:58,15,18,14,33,125,190,245,12.00,1.00,1.20,0.93,2.19,8.31,12.63,16.28,31.2,37.5,68.8
132,"FOY, MATT",Minnesota,28,219:16,4,4,3,8,38,47,55,10.53,1.09,1.09,0.82,2.19,10.40,12.86,15.05,40.0,40.0,80.0
133,"DRURY, CHRIS",NY Rangers,82,1623:06,25,34,19,59,220,293,350,11.36,0.92,1.26,0.70,2.18,8.13,10.83,12.94,29.1,39.5,68.6
134,"HEJDUK, MILAN",Colorado,77,1489:47,29,25,15,54,205,262,320,14.15,1.17,1.01,0.60,2.17,8.26,10.55,12.89,35.8,30.9,66.7
135,"MODANO, MIKE",Dallas,82,1577:39,21,36,16,57,200,293,385,10.50,0.80,1.37,0.61,2.17,7.61,11.14,14.64,24.1,41.4,65.5
136,"ROLSTON, BRIAN",Minnesota,80,1607:24,30,28,14,58,284,396,506,10.56,1.12,1.05,0.52,2.17,10.60,14.78,18.89,36.1,33.7,69.9
137,"KUNITZ, CHRIS",Anaheim,82,1386:06,21,29,21,50,195,261,314,10.77,0.91,1.26,0.91,2.16,8.44,11.30,13.59,26.6,36.7,63.3
138,"HIGGINS, CHRIS",Montreal,82,1471:27,27,26,18,53,240,324,398,11.25,1.10,1.06,0.73,2.16,9.79,13.21,16.23,34.6,33.3,67.9
139,"REINPRECHT, STEVEN",Arizona,80,1253:51,16,29,20,45,98,140,187,16.33,0.77,1.39,0.96,2.15,4.69,6.70,8.95,22.9,41.4,64.3
140,"RICHARDS, BRAD",Dallas,74,1735:15,20,42,25,62,249,349,485,8.03,0.69,1.45,0.86,2.14,8.61,12.07,16.77,21.3,44.7,66.0
141,"BLAKE, JASON",Toronto,82,1458:24,15,37,26,52,332,423,536,4.52,0.62,1.52,1.07,2.14,13.66,17.40,22.05,19.2,47.4,66.7
142,"MCDONALD, ANDY",St. Louis,82,1463:28,18,34,17,52,182,243,288,9.89,0.74,1.39,0.70,2.13,7.46,9.96,11.81,25.7,48.6,74.3
143,"KNUBLE, MIKE",Philadelphia,82,1548:41,29,26,15,55,177,250,285,16.38,1.12,1.01,0.58,2.13,6.86,9.69,11.04,29.9,26.8,56.7
144,"KOTALIK, ALES",Buffalo,79,1211:43,23,20,7,43,207,266,332,11.11,1.14,0.99,0.35,2.13,10.25,13.17,16.44,36.5,31.7,68.3
145,"GLENCROSS, CURTIS",Edmonton,62,704:36,15,10,5,25,104,137,170,14.42,1.28,0.85,0.43,2.13,8.86,11.67,14.48,44.1,29.4,73.5
146,"GIONTA, BRIAN",New Jersey,82,1497:44,22,31,22,53,257,364,432,8.56,0.88,1.24,0.88,2.12,10.30,14.58,17.31,30.6,43.1,73.6
147,"CORVO, JOE",Carolina,73,1357:58,13,35,17,48,167,218,339,7.78,0.57,1.55,0.75,2.12,7.38,9.63,14.98,12.9,34.7,47.5
148,"KOIVU, MIKKO",Minnesota,57,1190:04,11,31,16,42,144,187,230,7.64,0.55,1.56,0.81,2.12,7.26,9.43,11.60,19.3,54.4,73.7
149,"MIETTINEN, ANTTI",Dallas,69,965:59,15,19,10,34,136,198,257,11.03,0.93,1.18,0.62,2.11,8.45,12.30,15.96,28.3,35.8,64.2
150,"LANGENBRUNNER, JAMIE",New Jersey,64,1170:53,13,28,15,41,152,215,276,8.55,0.67,1.43,0.77,2.10,7.79,11.02,14.14,23.2,50.0,73.2
151,"BERTUZZI, TODD",Anaheim,68,1118:48,13,26,14,39,119,149,170,10.92,0.70,1.39,0.75,2.09,6.38,7.99,9.12,18.3,36.6,54.9
152,"ROENICK, JEREMY",San Jose,69,948:27,14,19,10,33,89,123,143,15.73,0.89,1.20,0.63,2.09,5.63,7.78,9.05,26.4,35.8,62.3
153,"MALONE, RYAN",Pittsburgh,77,1470:38,27,24,14,51,159,216,262,16.98,1.10,0.98,0.57,2.08,6.49,8.81,10.69,27.3,24.2,51.5
154,"PAVELSKI, JOE",San Jose,82,1156:17,19,21,15,40,206,269,326,9.22,0.99,1.09,0.78,2.08,10.69,13.96,16.92,33.9,37.5,71.4
155,"O_SULLIVAN, PATRICK",Los Angeles,82,1533:07,22,31,17,53,220,317,395,10.00,0.86,1.21,0.67,2.07,8.61,12.41,15.46,28.9,40.8,69.7
156,"LIDSTROM, NICKLAS",Detroit,76,2030:05,10,60,26,70,188,277,388,5.32,0.30,1.77,0.77,2.07,5.56,8.19,11.47,7.2,43.5,50.7
157,"CARTER, JEFF",Philadelphia,82,1543:47,29,24,17,53,260,367,464,11.15,1.13,0.93,0.66,2.06,10.11,14.26,18.03,35.8,29.6,65.4
