#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
18,"PARISE, ZACH",New Jersey,80,1581:36,37,44,27,81,342,440,508,10.82,1.40,1.67,1.02,3.07,12.97,16.69,19.27,33.9,40.4,74.3
19,"ALFREDSSON, DANIEL",Ottawa,70,1376:35,19,51,25,70,168,235,316,11.31,0.83,2.22,1.09,3.05,7.32,10.24,13.77,21.3,57.3,78.7
20,"KOVALCHUK, ILYA",New Jersey,76,1674:42,41,44,28,85,289,406,561,14.19,1.47,1.58,1.00,3.05,10.35,14.55,20.10,36.0,38.6,74.6
21,"VESCE, RYAN",San Jose,9,98:34,3,2,1,5,20,24,30,15.00,1.83,1.22,0.61,3.04,12.17,14.61,18.26,42.9,28.6,71.4
22,"SPEZZA, JASON",Ottawa,60,1143:46,23,34,22,57,165,232,309,13.94,1.21,1.78,1.15,2.99,8.66,12.17,16.21,28.8,42.5,71.2
23,"STEWART, CHRIS",Colorado,77,1285:42,27,36,23,63,220,284,342,12.27,1.26,1.68,1.07,2.94,10.27,13.25,15.96,30.3,40.4,70.8
24,"HEATLEY, DANY",San Jose,82,1658:43,38,43,26,81,279,396,517,13.62,1.37,1.56,0.94,2.93,10.09,14.32,18.70,33.9,38.4,72.3
25,"ANTROPOV, NIK",Winnipeg,76,1385:17,24,43,23,67,126,166,205,19.05,1.04,1.86,1.00,2.90,5.46,7.19,8.88,24.5,43.9,68.4
26,"STAAL, ERIC",Carolina,70,1449:42,29,41,25,70,276,387,510,10.51,1.20,1.70,1.03,2.90,11.42,16.02,21.11,28.7,40.6,69.3
27,"GETZLAF, RYAN",Anaheim,66,1430:20,19,50,34,69,149,217,284,12.75,0.80,2.10,1.43,2.89,6.25,9.10,11.91,19.6,51.5,71.1
28,"ELIAS, PATRIK",New Jersey,57,1003:31,19,29,20,48,144,186,234,13.19,1.14,1.73,1.20,2.87,8.61,11.12,13.99,29.7,45.3,75.0
29,"CONNOLLY, TIM",Buffalo,73,1359:01,17,48,26,65,206,265,335,8.25,0.75,2.12,1.15,2.87,9.09,11.70,14.79,20.2,57.1,77.4
30,"HOSSA, MARIAN",Chicago,57,1067:25,24,27,17,51,199,258,314,12.06,1.35,1.52,0.96,2.87,11.19,14.50,17.65,37.5,42.2,79.7
31,"MARLEAU, PATRICK",San Jose,82,1738:53,44,39,22,83,275,384,473,16.00,1.52,1.35,0.76,2.86,9.49,13.25,16.32,37.6,33.3,70.9
32,"JOKINEN, JUSSI",Carolina,81,1361:51,30,35,22,65,160,224,286,18.75,1.32,1.54,0.97,2.86,7.05,9.87,12.60,34.9,40.7,75.6
33,"ZETTERBERG, HENRIK",Detroit,74,1485:00,23,47,26,70,309,424,530,7.44,0.93,1.90,1.05,2.83,12.48,17.13,21.41,24.0,49.0,72.9
34,"FEHR, ERIC",Washington,69,836:50,21,18,10,39,145,198,252,14.48,1.51,1.29,0.72,2.80,10.40,14.20,18.07,36.8,31.6,68.4
35,"KESLER, RYAN",Vancouver,82,1609:19,25,50,29,75,214,314,387,11.68,0.93,1.86,1.08,2.80,7.98,11.71,14.43,25.5,51.0,76.5
36,"HUSELIUS, KRISTIAN",Columbus,74,1360:49,23,40,26,63,162,223,291,14.20,1.01,1.76,1.15,2.78,7.14,9.83,12.83,27.4,47.6,75.0
37,"FLEISCHMANN, TOMAS",Washington,69,1106:29,23,28,19,51,121,184,240,19.01,1.25,1.52,1.03,2.77,6.56,9.98,13.01,28.4,34.6,63.0
38,"BURROWS, ALEX",Vancouver,82,1464:36,35,32,20,67,209,271,325,16.75,1.43,1.31,0.82,2.74,8.56,11.10,13.31,37.2,34.0,71.3
39,"STASTNY, PAUL",Colorado,81,1732:58,20,59,39,79,199,259,319,10.05,0.69,2.04,1.35,2.74,6.89,8.97,11.04,18.0,53.2,71.2
40,"KNUBLE, MIKE",Washington,69,1164:27,29,24,14,53,151,212,259,19.21,1.49,1.24,0.72,2.73,7.78,10.92,13.35,31.5,26.1,57.6
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
41,"HENSICK, T.J.",Colorado,7,66:07,1,2,2,3,13,15,18,7.69,0.91,1.81,1.81,2.72,11.80,13.61,16.33,25.0,50.0,75.0
42,"KOPITAR, ANZE",Los Angeles,82,1785:18,34,47,22,81,259,369,453,13.13,1.14,1.58,0.74,2.72,8.70,12.40,15.22,30.4,42.0,72.3
43,"TOEWS, JONATHAN",Chicago,76,1520:15,25,43,30,68,202,257,297,12.38,0.99,1.70,1.18,2.68,7.97,10.14,11.72,23.1,39.8,63.0
44,"ROY, DEREK",Buffalo,80,1549:18,26,43,29,69,215,304,395,12.09,1.01,1.67,1.12,2.67,8.33,11.77,15.30,31.0,51.2,82.1
45,"SHARP, PATRICK",Chicago,82,1485:54,25,41,28,66,265,351,437,9.43,1.01,1.66,1.13,2.67,10.70,14.17,17.65,25.5,41.8,67.3
46,"ERIKSSON, LOUI",Dallas,81,1600:42,29,42,17,71,214,297,352,13.55,1.09,1.57,0.64,2.66,8.02,11.13,13.19,29.0,42.0,71.0
47,"PERRY, COREY",Anaheim,82,1726:57,27,49,28,76,270,376,450,10.00,0.94,1.70,0.97,2.64,9.38,13.06,15.63,22.0,39.8,61.8
48,"BRUNETTE, ANDREW",Minnesota,82,1396:13,25,36,22,61,129,170,192,19.38,1.07,1.55,0.95,2.62,5.54,7.31,8.25,28.7,41.4,70.1
49,"VANEK, THOMAS",Buffalo,71,1190:21,27,25,15,52,181,266,315,14.92,1.36,1.26,0.76,2.62,9.12,13.41,15.88,32.5,30.1,62.7
50,"UPSHALL, SCOTTIE",Arizona,49,737:03,18,14,5,32,119,160,203,15.13,1.47,1.14,0.41,2.60,9.69,13.02,16.53,45.0,35.0,80.0
51,"BOURQUE, RENE",Calgary,73,1337:07,27,31,20,58,215,304,388,12.56,1.21,1.39,0.90,2.60,9.65,13.64,17.41,37.5,43.1,80.6
52,"WOLSKI, WOJTEK",Arizona,80,1498:57,23,42,24,65,196,261,325,11.73,0.92,1.68,0.96,2.60,7.85,10.45,13.01,24.5,44.7,69.1
53,"SAVARD, MARC",Boston,41,761:46,10,23,16,33,90,127,155,11.11,0.79,1.81,1.26,2.60,7.09,10.00,12.21,25.6,59.0,84.6
54,"MCLAREN, FRAZER",San Jose,23,138:55,1,5,4,6,13,18,19,7.69,0.43,2.16,1.73,2.59,5.61,7.77,8.21,12.5,62.5,75.0
55,"LECAVALIER, VINCENT",Tampa Bay,81,1604:29,24,45,23,69,293,390,488,8.19,0.90,1.68,0.86,2.58,10.96,14.58,18.25,25.8,48.4,74.2
56,"DATSYUK, PAVEL",Detroit,80,1627:50,27,43,26,70,203,274,369,13.30,1.00,1.58,0.96,2.58,7.48,10.10,13.60,28.1,44.8,72.9
57,"KOIVU, MIKKO",Minnesota,80,1659:30,22,49,22,71,246,346,413,8.94,0.80,1.77,0.80,2.57,8.89,12.51,14.93,23.9,53.3,77.2
58,"PLEKANEC, TOMAS",Montreal,82,1636:37,25,45,26,70,216,283,379,11.57,0.92,1.65,0.95,2.57,7.92,10.38,13.89,27.8,50.0,77.8
59,"AFINOGENOV, MAXIM",Winnipeg,82,1426:17,24,37,20,61,181,250,321,13.26,1.01,1.56,0.84,2.57,7.61,10.52,13.50,28.2,43.5,71.8
60,"RYAN, BOBBY",Anaheim,81,1497:46,35,29,18,64,258,364,465,13.57,1.40,1.16,0.72,2.56,10.34,14.58,18.63,36.1,29.9,66.0
61,"CARTER, JEFF",Philadelphia,74,1428:26,33,28,12,61,319,460,585,10.34,1.39,1.18,0.50,2.56,13.40,19.32,24.57,37.9,32.2,70.1
62,"STEEN, ALEXANDER",St. Louis,68,1106:47,24,23,12,47,189,249,336,12.70,1.30,1.25,0.65,2.55,10.25,13.50,18.21,35.3,33.8,69.1
63,"NASH, RICK",Columbus,76,1590:45,33,34,24,67,253,319,412,13.04,1.24,1.28,0.91,2.53,9.54,12.03,15.54,33.7,34.7,68.4
64,"HORTON, NATHAN",Florida,65,1357:37,20,37,23,57,159,216,303,12.58,0.88,1.64,1.02,2.52,7.03,9.55,13.39,23.3,43.0,66.3
65,"HOLMSTROM, TOMAS",Detroit,68,1075:29,25,20,10,45,131,189,214,19.08,1.39,1.12,0.56,2.51,7.31,10.54,11.94,35.7,28.6,64.3
66,"BRIERE, DANIEL",Philadelphia,75,1243:34,25,27,16,52,192,248,317,13.02,1.21,1.30,0.77,2.51,9.26,11.97,15.29,30.9,33.3,64.2
67,"SCHREMP, ROB",NY Islanders,43,598:35,7,18,9,25,74,98,133,9.46,0.70,1.80,0.90,2.51,7.42,9.82,13.33,22.6,58.1,80.6
68,"SAMUELSSON, MIKAEL",Vancouver,74,1270:48,30,23,15,53,219,296,385,13.70,1.42,1.09,0.71,2.50,10.34,13.98,18.18,33.3,25.6,58.9
69,"PENNER, DUSTIN",Edmonton,81,1490:41,31,31,17,62,200,282,348,15.50,1.25,1.25,0.68,2.50,8.05,11.35,14.01,35.2,35.2,70.5
70,"FRANZEN, JOHAN",Detroit,27,505:04,10,11,4,21,91,119,149,10.99,1.19,1.31,0.48,2.49,10.81,14.14,17.70,28.6,31.4,60.0
71,"LAICH, BROOKS",Washington,78,1426:28,25,34,19,59,222,297,353,11.26,1.05,1.43,0.80,2.48,9.34,12.49,14.85,25.0,34.0,59.0
72,"HEJDUK, MILAN",Colorado,56,1065:03,23,21,12,44,153,188,233,15.03,1.30,1.18,0.68,2.48,8.62,10.59,13.13,34.3,31.3,65.7
73,"HAVLAT, MARTIN",Minnesota,73,1309:06,18,36,20,54,169,224,295,10.65,0.82,1.65,0.92,2.48,7.75,10.27,13.52,24.0,48.0,72.0
74,"DUMONT, J.P.",Nashville,74,1093:06,17,28,20,45,112,151,196,15.18,0.93,1.54,1.10,2.47,6.15,8.29,10.76,26.6,43.8,70.3
75,"RIBEIRO, MIKE",Dallas,66,1289:22,19,34,23,53,155,203,244,12.26,0.88,1.58,1.07,2.47,7.21,9.45,11.35,26.0,46.6,72.6
76,"IGINLA, JAROME",Calgary,82,1689:20,32,37,21,69,258,361,500,12.40,1.14,1.31,0.75,2.45,9.16,12.82,17.76,36.4,42.0,78.4
77,"BRULE, GILBERT",Edmonton,64,909:35,17,20,10,37,119,156,192,14.29,1.12,1.32,0.66,2.44,7.85,10.29,12.67,36.2,42.6,78.7
78,"HORNQVIST, PATRIC",Nashville,80,1255:00,30,21,10,51,275,348,412,10.91,1.43,1.00,0.48,2.44,13.15,16.64,19.70,40.5,28.4,68.9
79,"YIP, BRANDON",Colorado,32,469:57,11,8,7,19,65,89,111,16.92,1.40,1.02,0.89,2.43,8.30,11.36,14.17,44.0,32.0,76.0
80,"POMINVILLE, JASON",Buffalo,82,1535:33,24,38,20,62,252,333,435,9.52,0.94,1.48,0.78,2.42,9.85,13.01,17.00,25.5,40.4,66.0
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"KESSEL, PHIL",Toronto,70,1368:10,30,25,19,55,297,399,548,10.10,1.32,1.10,0.83,2.41,13.02,17.50,24.03,40.0,33.3,73.3
82,"SMYTH, RYAN",Los Angeles,67,1318:31,22,31,15,53,206,262,294,10.68,1.00,1.41,0.68,2.41,9.37,11.92,13.38,25.9,36.5,62.4
83,"MCDONALD, ANDY",St. Louis,79,1432:24,24,33,18,57,191,255,315,12.57,1.01,1.38,0.75,2.39,8.00,10.68,13.19,29.3,40.2,69.5
84,"CLOWE, RYANE",San Jose,82,1407:53,18,38,15,56,189,245,329,9.52,0.77,1.62,0.64,2.39,8.05,10.44,14.02,23.7,50.0,73.7
85,"GREEN, MIKE",Washington,75,1911:12,19,57,30,76,205,308,458,9.27,0.60,1.79,0.94,2.39,6.44,9.67,14.38,11.8,35.4,47.2
86,"ZAJAC, TRAVIS",New Jersey,81,1635:06,24,41,21,65,206,267,322,11.65,0.88,1.50,0.77,2.39,7.56,9.80,11.82,25.0,42.7,67.7
87,"RUUTU, TUOMO",Carolina,54,884:54,14,21,10,35,122,171,225,11.48,0.95,1.42,0.68,2.37,8.27,11.59,15.26,26.9,40.4,67.3
88,"GRABNER, MICHAEL",Vancouver,20,278:07,5,6,3,11,63,85,99,7.94,1.08,1.29,0.65,2.37,13.59,18.34,21.36,31.2,37.5,68.8
89,"PONIKAROVSKY, ALEXEI",Pittsburgh,77,1267:18,21,29,19,50,184,270,323,11.41,0.99,1.37,0.90,2.37,8.71,12.78,15.29,28.0,38.7,66.7
90,"KOIVU, SAKU",Anaheim,71,1319:03,19,33,18,52,124,162,197,15.32,0.86,1.50,0.82,2.37,5.64,7.37,8.96,24.4,42.3,66.7
91,"CAMMALLERI, MIKE",Montreal,65,1268:56,26,24,16,50,218,278,376,11.93,1.23,1.13,0.76,2.36,10.31,13.14,17.78,30.6,28.2,58.8
92,"VERMETTE, ANTOINE",Columbus,82,1651:43,27,38,21,65,156,205,253,17.31,0.98,1.38,0.76,2.36,5.67,7.45,9.19,29.3,41.3,70.7
93,"DOWNIE, STEVE",Tampa Bay,78,1146:35,21,24,13,45,114,157,183,18.42,1.10,1.26,0.68,2.35,5.97,8.22,9.58,26.9,30.8,57.7
94,"NEAL, JAMES",Dallas,77,1403:05,27,28,18,55,200,275,346,13.50,1.15,1.20,0.77,2.35,8.55,11.76,14.80,31.8,32.9,64.7
95,"CONNER, CHRIS",Pittsburgh,8,76:45,2,1,1,3,11,14,20,18.18,1.56,0.78,0.78,2.35,8.60,10.94,15.64,66.7,33.3,100.0
96,"PAVELSKI, JOE",San Jose,67,1305:04,25,26,19,51,228,308,386,10.96,1.15,1.20,0.87,2.34,10.48,14.16,17.75,32.1,33.3,65.4
97,"ARNOTT, JASON",Nashville,63,1177:58,19,27,14,46,216,280,333,8.80,0.97,1.38,0.71,2.34,11.00,14.26,16.96,25.0,35.5,60.5
98,"KUNITZ, CHRIS",Pittsburgh,50,821:44,13,19,13,32,131,175,214,9.92,0.95,1.39,0.95,2.34,9.57,12.78,15.63,29.5,43.2,72.7
99,"JUNLAND, JONAS",St. Louis,3,51:32,0,2,1,2,7,9,10,0.00,0.00,2.33,1.16,2.33,8.15,10.48,11.64,0.0,66.7,66.7
100,"JONES, DAVID",Colorado,23,412:19,10,6,5,16,39,50,59,25.64,1.46,0.87,0.73,2.33,5.68,7.28,8.59,41.7,25.0,66.7
101,"MUELLER, PETER",Colorado,68,954:05,13,24,14,37,124,168,229,10.48,0.82,1.51,0.88,2.33,7.80,10.57,14.40,25.5,47.1,72.5
102,"VORACEK, JAKUB",Columbus,81,1265:00,15,34,21,49,153,204,273,9.80,0.71,1.61,1.00,2.32,7.26,9.68,12.95,20.0,45.3,65.3
103,"PARSE, SCOTT",Los Angeles,59,621:24,11,13,9,24,78,96,122,14.10,1.06,1.26,0.87,2.32,7.53,9.27,11.78,32.4,38.2,70.6
104,"PROSPAL, VACLAV",NY Rangers,75,1506:52,20,38,26,58,180,233,298,11.11,0.80,1.51,1.04,2.31,7.17,9.28,11.87,20.4,38.8,59.2
105,"KANA, TOMAS",Columbus,6,52:05,0,2,1,2,4,5,7,0.00,0.00,2.30,1.15,2.30,4.61,5.76,8.06,0.0,100.0,100.0
106,"DUCHENE, MATT",Colorado,81,1436:22,24,31,16,55,180,245,309,13.33,1.00,1.29,0.67,2.30,7.52,10.23,12.91,27.3,35.2,62.5
107,"LUPUL, JOFFREY",Anaheim,23,366:49,10,4,4,14,66,84,107,15.15,1.64,0.65,0.65,2.29,10.80,13.74,17.50,50.0,20.0,70.0
108,"GOMEZ, SCOTT",Montreal,78,1554:42,12,47,30,59,180,231,297,6.67,0.46,1.81,1.16,2.28,6.95,8.91,11.46,15.4,60.3,75.6
109,"BOZAK, TYLER",Toronto,37,711:35,8,19,7,27,51,65,93,15.69,0.67,1.60,0.59,2.28,4.30,5.48,7.84,21.6,51.4,73.0
110,"COMEAU, BLAKE",NY Islanders,60,923:39,17,18,13,35,134,164,214,12.69,1.10,1.17,0.84,2.27,8.70,10.65,13.90,38.6,40.9,79.5
111,"WHITNEY, RAY",Carolina,80,1531:51,21,37,26,58,170,258,336,12.35,0.82,1.45,1.02,2.27,6.66,10.11,13.16,22.1,38.9,61.1
112,"LANGENBRUNNER, JAMIE",New Jersey,80,1561:45,19,40,18,59,218,293,376,8.72,0.73,1.54,0.69,2.27,8.38,11.26,14.45,21.6,45.5,67.0
113,"PERREAULT, MATHIEU",Washington,21,238:22,4,5,4,9,27,34,38,14.81,1.01,1.26,1.01,2.27,6.80,8.56,9.57,33.3,41.7,75.0
114,"BERGERON, PATRICE",Boston,73,1380:11,19,33,23,52,184,264,326,10.33,0.83,1.43,1.00,2.26,8.00,11.48,14.17,26.4,45.8,72.2
115,"BERGERON, MARC-ANDRE",Montreal,60,903:58,13,21,6,34,123,188,272,10.57,0.86,1.39,0.40,2.26,8.16,12.48,18.05,22.8,36.8,59.6
116,"WEISS, STEPHEN",Florida,80,1599:30,28,32,18,60,180,253,319,15.56,1.05,1.20,0.68,2.25,6.75,9.49,11.97,32.6,37.2,69.8
117,"RAYMOND, MASON",Vancouver,82,1421:06,25,28,18,53,216,288,346,11.57,1.06,1.18,0.76,2.24,9.12,12.16,14.61,32.9,36.8,69.7
118,"RICHARDS, MIKE",Philadelphia,82,1673:20,31,31,21,62,237,333,458,13.08,1.11,1.11,0.75,2.22,8.50,11.94,16.42,34.4,34.4,68.9
119,"GAGNE, SIMON",Philadelphia,58,1080:09,17,23,14,40,183,242,310,9.29,0.94,1.28,0.78,2.22,10.17,13.44,17.22,29.3,39.7,69.0
120,"GAGNER, SAM",Edmonton,68,1107:36,15,26,13,41,170,233,281,8.82,0.81,1.41,0.70,2.22,9.21,12.62,15.22,25.9,44.8,70.7
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"TAVARES, JOHN",NY Islanders,81,1459:05,24,30,19,54,186,259,346,12.90,0.99,1.23,0.78,2.22,7.65,10.65,14.23,28.9,36.1,65.1
122,"STOLL, JARRET",Los Angeles,73,1270:57,16,31,20,47,164,231,286,9.76,0.76,1.46,0.94,2.22,7.74,10.91,13.50,21.6,41.9,63.5
123,"ERAT, MARTIN",Nashville,74,1331:16,21,28,18,49,168,215,276,12.50,0.95,1.26,0.81,2.21,7.57,9.69,12.44,30.4,40.6,71.0
124,"STAJAN, MATT",Calgary,82,1551:05,19,38,21,57,132,173,219,14.39,0.73,1.47,0.81,2.20,5.11,6.69,8.47,21.3,42.7,64.0
125,"GIONTA, BRIAN",Montreal,61,1264:49,28,18,7,46,237,325,409,11.81,1.33,0.85,0.33,2.18,11.24,15.42,19.40,38.9,25.0,63.9
126,"STILLMAN, CORY",Florida,58,1018:56,15,22,16,37,126,200,249,11.90,0.88,1.30,0.94,2.18,7.42,11.78,14.66,29.4,43.1,72.5
127,"MODANO, MIKE",Dallas,58,828:48,14,16,11,30,115,153,194,12.17,1.01,1.16,0.80,2.17,8.33,11.08,14.04,36.8,42.1,78.9
128,"WILLIAMS, JUSTIN",Los Angeles,49,802:26,10,19,10,29,140,193,235,7.14,0.75,1.42,0.75,2.17,10.47,14.43,17.57,22.7,43.2,65.9
129,"CLARKSON, DAVID",New Jersey,46,664:21,11,13,7,24,106,147,179,10.38,0.99,1.17,0.63,2.17,9.57,13.28,16.17,32.4,38.2,70.6
130,"KREJCI, DAVID",Boston,79,1440:58,17,35,22,52,156,199,254,10.90,0.71,1.46,0.92,2.17,6.50,8.29,10.58,22.4,46.1,68.4
131,"MORRISON, BRENDAN",Washington,74,1164:29,12,30,19,42,105,146,195,11.43,0.62,1.55,0.98,2.16,5.41,7.52,10.05,15.6,39.0,54.5
132,"TORRES, RAFFI",Buffalo,74,1001:10,19,17,12,36,120,155,195,15.83,1.14,1.02,0.72,2.16,7.19,9.29,11.69,44.2,39.5,83.7
133,"PEVERLEY, RICH",Winnipeg,82,1530:02,22,33,20,55,166,217,265,13.25,0.86,1.29,0.78,2.16,6.51,8.51,10.39,27.8,41.8,69.6
134,"MALONE, RYAN",Tampa Bay,68,1282:20,21,25,9,46,172,218,249,12.21,0.98,1.17,0.42,2.15,8.05,10.20,11.65,26.9,32.1,59.0
135,"BERGFORS, NICLAS",Winnipeg,80,1237:12,21,23,13,44,216,257,298,9.72,1.02,1.12,0.63,2.13,10.48,12.46,14.45,34.4,37.7,72.1
136,"MOULSON, MATT",NY Islanders,81,1350:59,30,18,13,48,208,269,349,14.42,1.33,0.80,0.58,2.13,9.24,11.95,15.50,41.1,24.7,65.8
137,"PERRON, DAVID",St. Louis,82,1324:43,20,27,20,47,166,219,275,12.05,0.91,1.22,0.91,2.13,7.52,9.92,12.46,29.9,40.3,70.1
138,"BROWN, DUSTIN",Los Angeles,82,1578:51,24,32,24,56,248,358,442,9.68,0.91,1.22,0.91,2.13,9.42,13.60,16.80,28.9,38.6,67.5
139,"VERSTEEG, KRIS",Chicago,79,1242:28,20,24,15,44,184,225,294,10.87,0.97,1.16,0.72,2.12,8.89,10.87,14.20,31.2,37.5,68.8
140,"TKACHUK, KEITH",St. Louis,67,904:26,13,19,15,32,120,164,194,10.83,0.86,1.26,1.00,2.12,7.96,10.88,12.87,25.5,37.3,62.7
141,"FISHER, MIKE",Ottawa,79,1498:25,25,28,15,53,212,295,376,11.79,1.00,1.12,0.60,2.12,8.49,11.81,15.06,32.9,36.8,69.7
142,"GRABOVSKI, MIKHAIL",Toronto,59,990:51,10,25,16,35,126,173,239,7.94,0.61,1.51,0.97,2.12,7.63,10.48,14.47,18.5,46.3,64.8
143,"DEMITRA, PAVOL",Vancouver,28,453:46,3,13,6,16,53,71,91,5.66,0.40,1.72,0.79,2.12,7.01,9.39,12.03,10.3,44.8,55.2
144,"COUTURE, LOGAN",San Jose,25,256:29,5,4,3,9,42,57,69,11.90,1.17,0.94,0.70,2.11,9.83,13.33,16.14,41.7,33.3,75.0
145,"BURISH, ADAM",Chicago,13,114:04,1,3,2,4,9,16,19,11.11,0.53,1.58,1.05,2.10,4.73,8.42,9.99,16.7,50.0,66.7
146,"KOVALEV, ALEX",Ottawa,77,1398:22,18,31,20,49,165,236,329,10.91,0.77,1.33,0.86,2.10,7.08,10.13,14.12,22.8,39.2,62.0
147,"LALIBERTE, DAVID",Philadelphia,11,85:38,2,1,1,3,8,15,19,25.00,1.40,0.70,0.70,2.10,5.61,10.51,13.31,40.0,20.0,60.0
148,"UMBERGER, RJ",Columbus,82,1571:49,23,32,20,55,221,285,330,10.41,0.88,1.22,0.76,2.10,8.44,10.88,12.60,28.8,40.0,68.8
149,"KOSTITSYN, ANDREI",Montreal,59,943:20,15,18,13,33,136,201,257,11.03,0.95,1.14,0.83,2.10,8.65,12.78,16.35,30.6,36.7,67.3
150,"FILPPULA, VALTTERI",Detroit,55,1002:52,11,24,16,35,113,145,188,9.73,0.66,1.44,0.96,2.09,6.76,8.68,11.25,25.0,54.5,79.5
151,"COMRIE, MIKE",Edmonton,42,601:45,13,8,5,21,95,115,142,13.68,1.30,0.80,0.50,2.09,9.47,11.47,14.16,41.9,25.8,67.7
152,"LOMBARDI, MATTHEW",Arizona,77,1379:34,17,31,20,48,171,228,278,9.94,0.74,1.35,0.87,2.09,7.44,9.92,12.09,22.7,41.3,64.0
153,"SULLIVAN, STEVE",Nashville,82,1469:38,17,34,19,51,152,199,250,11.18,0.69,1.39,0.78,2.08,6.21,8.12,10.21,21.2,42.5,63.8
154,"STEMPNIAK, LEE",Arizona,80,1385:30,28,20,13,48,212,293,386,13.21,1.21,0.87,0.56,2.08,9.18,12.69,16.72,40.0,28.6,68.6
155,"VAN_RIEMSDYK, JAMES",Philadelphia,78,1010:53,15,20,11,35,173,228,282,8.67,0.89,1.19,0.65,2.08,10.27,13.53,16.74,31.2,41.7,72.9
156,"SIMMONDS, WAYNE",Los Angeles,78,1128:36,15,24,13,39,126,181,238,11.90,0.80,1.28,0.69,2.07,6.70,9.62,12.65,27.3,43.6,70.9
157,"HARTNELL, SCOTT",Philadelphia,81,1273:23,14,30,18,44,171,237,288,8.19,0.66,1.41,0.85,2.07,8.06,11.17,13.57,19.4,41.7,61.1
