#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
26,"LADD, ANDREW",Winnipeg,48,944:40,18,28,14,46,121,181,227,14.88,1.14,1.78,0.89,2.92,7.69,11.50,14.42,29.5,45.9,75.4
27,"NASH, RICK",NY Rangers,44,878:42,21,21,12,42,176,219,279,11.93,1.43,1.43,0.82,2.87,12.02,14.95,19.05,36.8,36.8,73.7
28,"SEMIN, ALEXANDER",Carolina,44,921:29,13,31,20,44,150,227,323,8.67,0.85,2.02,1.30,2.86,9.77,14.78,21.03,19.4,46.3,65.7
29,"LEINO, VILLE",Buffalo,8,126:26,2,4,1,6,11,12,16,18.18,0.95,1.90,0.47,2.85,5.22,5.69,7.59,33.3,66.7,100.0
30,"STEWART, CHRIS",St. Louis,48,759:18,18,18,10,36,97,133,158,18.56,1.42,1.42,0.79,2.84,7.67,10.51,12.49,35.3,35.3,70.6
31,"RYDER, MICHAEL",Montreal,46,738:14,16,19,8,35,101,133,186,15.84,1.30,1.54,0.65,2.84,8.21,10.81,15.12,32.0,38.0,70.0
32,"SEDIN, HENRIK",Vancouver,48,928:41,10,34,18,44,69,90,113,14.49,0.65,2.20,1.16,2.84,4.46,5.81,7.30,17.5,59.6,77.2
33,"GIROUX, CLAUDE",Philadelphia,48,1014:36,13,35,22,48,137,194,266,9.49,0.77,2.07,1.30,2.84,8.10,11.47,15.73,19.1,51.5,70.6
34,"TAVARES, JOHN",NY Islanders,48,997:05,28,19,10,47,162,223,288,17.28,1.68,1.14,0.60,2.83,9.75,13.42,17.33,45.2,30.6,75.8
35,"PARENTEAU, PIERRE",Colorado,48,919:05,19,24,14,43,106,128,175,17.92,1.24,1.57,0.91,2.81,6.92,8.36,11.42,35.8,45.3,81.1
36,"WHITNEY, RAY",Dallas,32,620:40,11,18,9,29,62,97,138,17.74,1.06,1.74,0.87,2.80,5.99,9.38,13.34,30.6,50.0,80.6
37,"GALLAGHER, BRENDAN",Montreal,44,609:58,15,13,8,28,117,154,207,12.82,1.48,1.28,0.79,2.75,11.51,15.15,20.36,34.1,29.5,63.6
38,"LECAVALIER, VINCENT",Tampa Bay,39,697:26,10,22,15,32,86,115,136,11.63,0.86,1.89,1.29,2.75,7.40,9.89,11.70,20.4,44.9,65.3
39,"WILSON, COLIN",Nashville,25,414:10,7,12,8,19,26,49,60,26.92,1.01,1.74,1.16,2.75,3.77,7.10,8.69,33.3,57.1,90.5
40,"MARCHAND, BRAD",Boston,45,763:24,17,18,12,35,90,122,156,18.89,1.34,1.41,0.94,2.75,7.07,9.59,12.26,36.2,38.3,74.5
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
41,"GALCHENYUK, ALEX",Montreal,48,591:24,9,18,14,27,79,115,143,11.39,0.91,1.83,1.42,2.74,8.01,11.67,14.51,24.3,48.6,73.0
42,"SIMMONDS, WAYNE",Philadelphia,45,703:41,15,17,8,32,110,141,172,13.64,1.28,1.45,0.68,2.73,9.38,12.02,14.67,33.3,37.8,71.1
43,"THORNTON, JOE",San Jose,48,882:08,7,33,20,40,85,109,136,8.24,0.48,2.24,1.36,2.72,5.78,7.41,9.25,12.5,58.9,71.4
44,"DUPUIS, PASCAL",Pittsburgh,48,840:19,20,18,6,38,140,199,258,14.29,1.43,1.29,0.43,2.71,10.00,14.21,18.42,33.3,30.0,63.3
45,"VRBATA, RADIM",Arizona,34,622:31,12,16,10,28,106,140,174,11.32,1.16,1.54,0.96,2.70,10.22,13.49,16.77,33.3,44.4,77.8
46,"PURCELL, TEDDY",Tampa Bay,48,803:39,11,25,20,36,94,122,158,11.70,0.82,1.87,1.49,2.69,7.02,9.11,11.80,19.3,43.9,63.2
47,"POULIOT, BENOIT",Tampa Bay,34,450:02,8,12,6,20,59,83,99,13.56,1.07,1.60,0.80,2.67,7.87,11.07,13.20,26.7,40.0,66.7
48,"YAKUPOV, NAIL",Edmonton,48,698:58,17,14,10,31,81,113,162,20.99,1.46,1.20,0.86,2.66,6.95,9.70,13.91,43.6,35.9,79.5
49,"WHEELER, BLAKE",Winnipeg,48,902:25,19,21,16,40,129,186,228,14.73,1.26,1.40,1.06,2.66,8.58,12.37,15.16,34.5,38.2,72.7
50,"CONACHER, CORY",Ottawa,47,656:46,11,18,9,29,67,81,110,16.42,1.00,1.64,0.82,2.65,6.12,7.40,10.05,28.9,47.4,76.3
51,"ELLER, LARS",Montreal,46,682:10,8,22,11,30,84,120,159,9.52,0.70,1.94,0.97,2.64,7.39,10.55,13.98,22.9,62.9,85.7
52,"KILLORN, ALEXANDER",Tampa Bay,13,182:08,4,4,2,8,30,36,45,13.33,1.32,1.32,0.66,2.64,9.88,11.86,14.82,36.4,36.4,72.7
53,"STEPAN, DEREK",NY Rangers,48,1004:17,18,26,17,44,108,150,208,16.67,1.08,1.55,1.02,2.63,6.45,8.96,12.43,28.6,41.3,69.8
54,"BENNETT, BEAU",Pittsburgh,26,319:52,3,11,4,14,30,45,54,10.00,0.56,2.06,0.75,2.63,5.63,8.44,10.13,12.5,45.8,58.3
55,"KOPITAR, ANZE",Los Angeles,47,962:31,10,32,18,42,98,143,178,10.20,0.62,1.99,1.12,2.62,6.11,8.91,11.10,16.1,51.6,67.7
56,"SEDIN, DANIEL",Vancouver,47,894:00,12,27,16,39,138,177,221,8.70,0.81,1.81,1.07,2.62,9.26,11.88,14.83,22.6,50.9,73.6
57,"TLUSTY, JIRI",Carolina,48,876:13,23,15,9,38,117,160,194,19.66,1.57,1.03,0.62,2.60,8.01,10.96,13.28,41.8,27.3,69.1
58,"HOSSA, MARIAN",Chicago,40,721:39,17,14,7,31,116,152,205,14.66,1.41,1.16,0.58,2.58,9.64,12.64,17.04,37.8,31.1,68.9
59,"PERRY, COREY",Anaheim,44,839:04,15,21,13,36,128,168,208,11.72,1.07,1.50,0.93,2.57,9.15,12.01,14.87,25.9,36.2,62.1
60,"DUCHENE, MATT",Colorado,47,983:16,16,26,19,42,131,177,213,12.21,0.98,1.59,1.16,2.56,7.99,10.80,13.00,30.2,49.1,79.2
61,"COUTURE, LOGAN",San Jose,48,868:40,21,16,11,37,151,214,263,13.91,1.45,1.11,0.76,2.56,10.43,14.78,18.17,39.6,30.2,69.8
62,"JAGR, JAROMIR",Boston,45,824:51,16,19,10,35,115,157,207,13.91,1.16,1.38,0.73,2.55,8.37,11.42,15.06,30.8,36.5,67.3
63,"LETANG, KRIS",Pittsburgh,35,897:12,5,33,15,38,95,132,184,5.26,0.33,2.21,1.00,2.54,6.35,8.83,12.30,7.0,46.5,53.5
64,"FRANZEN, JOHAN",Detroit,41,741:39,14,17,11,31,116,170,201,12.07,1.13,1.38,0.89,2.51,9.38,13.75,16.26,28.0,34.0,62.0
65,"TOFFOLI, TYLER",Los Angeles,10,119:47,2,3,1,5,20,29,38,10.00,1.00,1.50,0.50,2.50,10.02,14.53,19.03,25.0,37.5,62.5
66,"BURNS, BRENT",San Jose,30,487:44,9,11,6,20,81,111,153,11.11,1.11,1.35,0.74,2.46,9.96,13.65,18.82,33.3,40.7,74.1
67,"ROUSSEL, ANTOINE",Dallas,39,366:35,8,7,4,15,47,61,69,17.02,1.31,1.15,0.65,2.46,7.69,9.98,11.29,44.4,38.9,83.3
68,"KLINKHAMMER, ROB",Arizona,22,269:04,5,6,4,11,34,47,58,14.71,1.11,1.34,0.89,2.45,7.58,10.48,12.93,41.7,50.0,91.7
69,"GAGNER, SAM",Edmonton,48,931:45,14,24,11,38,113,148,193,12.39,0.90,1.55,0.71,2.45,7.28,9.53,12.43,28.0,48.0,76.0
70,"RICHARDS, MIKE",Los Angeles,48,784:56,12,20,12,32,82,126,164,14.63,0.92,1.53,0.92,2.45,6.27,9.63,12.54,25.5,42.6,68.1
71,"EBERLE, JORDAN",Edmonton,48,911:46,16,21,16,37,133,175,204,12.03,1.05,1.38,1.05,2.43,8.75,11.52,13.42,29.1,38.2,67.3
72,"PALMIERI, KYLE",Anaheim,42,517:44,10,11,6,21,92,127,159,10.87,1.16,1.27,0.70,2.43,10.66,14.72,18.43,40.0,44.0,84.0
73,"CULLEN, MATT",Minnesota,42,666:55,7,20,15,27,79,111,140,8.86,0.63,1.80,1.35,2.43,7.11,9.99,12.60,17.9,51.3,69.2
74,"WILLIAMS, JUSTIN",Los Angeles,48,815:31,11,22,10,33,142,198,250,7.75,0.81,1.62,0.74,2.43,10.45,14.57,18.39,23.4,46.8,70.2
75,"BENN, JAMIE",Dallas,41,816:19,12,21,14,33,110,159,211,10.91,0.88,1.54,1.03,2.43,8.09,11.69,15.51,26.7,46.7,73.3
76,"KESLER, RYAN",Vancouver,17,322:10,4,9,5,13,36,62,86,11.11,0.74,1.68,0.93,2.42,6.70,11.55,16.02,22.2,50.0,72.2
77,"ELIAS, PATRIK",New Jersey,48,898:32,14,22,14,36,118,155,210,11.86,0.93,1.47,0.93,2.40,7.88,10.35,14.02,32.6,51.2,83.7
78,"BOYES, BRAD",NY Islanders,48,874:07,10,25,16,35,97,142,189,10.31,0.69,1.72,1.10,2.40,6.66,9.75,12.97,19.2,48.1,67.3
79,"IGINLA, JAROME",Pittsburgh,44,827:04,14,19,13,33,134,171,219,10.45,1.02,1.38,0.94,2.39,9.72,12.41,15.89,26.9,36.5,63.5
80,"BISSONNETTE, PAUL",Arizona,28,151:53,0,6,3,6,13,20,23,0.00,0.00,2.37,1.19,2.37,5.14,7.90,9.09,0.0,66.7,66.7
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"BERGERON, PATRICE",Boston,42,810:22,10,22,11,32,125,172,211,8.00,0.74,1.63,0.81,2.37,9.26,12.73,15.62,22.7,50.0,72.7
82,"RYAN, BOBBY",Anaheim,46,762:55,11,19,11,30,101,145,185,10.89,0.87,1.49,0.87,2.36,7.94,11.40,14.55,23.9,41.3,65.2
83,"FRATTIN, MATT",Toronto,25,330:39,7,6,2,13,42,58,79,16.67,1.27,1.09,0.36,2.36,7.62,10.52,14.34,38.9,33.3,72.2
84,"RICHARDS, BRAD",NY Rangers,46,865:33,11,23,14,34,110,154,221,10.00,0.76,1.59,0.97,2.36,7.63,10.68,15.32,23.4,48.9,72.3
85,"SEGUIN, TYLER",Boston,48,816:44,16,16,8,32,161,226,289,9.94,1.18,1.18,0.59,2.35,11.83,16.60,21.23,30.8,30.8,61.5
86,"CAMMALLERI, MIKE",Calgary,44,794:27,13,18,13,31,102,147,192,12.75,0.98,1.36,0.98,2.34,7.70,11.10,14.50,33.3,46.2,79.5
87,"SUBBAN, P.K.",Montreal,42,974:00,11,27,13,38,126,168,247,8.73,0.68,1.66,0.80,2.34,7.76,10.35,15.22,16.7,40.9,57.6
88,"JOHANSSON, MARCUS",Washington,34,563:55,6,16,9,22,40,53,68,15.00,0.64,1.70,0.96,2.34,4.26,5.64,7.24,19.4,51.6,71.0
89,"SETOGUCHI, DEVIN",Minnesota,48,693:03,13,14,9,27,97,130,168,13.40,1.13,1.21,0.78,2.34,8.40,11.25,14.54,34.2,36.8,71.1
90,"FLEISCHMANN, TOMAS",Florida,48,899:14,12,23,15,35,121,159,208,9.92,0.80,1.53,1.00,2.34,8.07,10.61,13.88,25.5,48.9,74.5
91,"PAGEAU, JEAN-GABRIEL",Ottawa,9,103:28,2,2,2,4,14,17,24,14.29,1.16,1.16,1.16,2.32,8.12,9.86,13.92,40.0,40.0,80.0
92,"PARISE, ZACH",Minnesota,48,992:00,18,20,14,38,182,229,263,9.89,1.09,1.21,0.85,2.30,11.01,13.85,15.91,32.7,36.4,69.1
93,"MORROW, BRENDEN",Pittsburgh,44,653:56,12,13,8,25,55,77,96,21.82,1.10,1.19,0.73,2.29,5.05,7.06,8.81,30.8,33.3,64.1
94,"STEMPNIAK, LEE",Calgary,47,841:35,9,23,14,32,113,138,191,7.96,0.64,1.64,1.00,2.28,8.06,9.84,13.62,20.5,52.3,72.7
95,"KREJCI, DAVID",Boston,47,869:42,10,23,16,33,93,132,173,10.75,0.69,1.59,1.10,2.28,6.42,9.11,11.94,21.3,48.9,70.2
96,"SHARP, PATRICK",Chicago,28,527:12,6,14,9,20,88,119,166,6.82,0.68,1.59,1.02,2.28,10.02,13.54,18.89,19.4,45.2,64.5
97,"CUNDARI, MARK",Calgary,4,79:05,1,2,1,3,8,12,17,12.50,0.76,1.52,0.76,2.28,6.07,9.10,12.90,25.0,50.0,75.0
98,"CARTER, JEFF",Los Angeles,48,843:43,26,6,5,32,133,198,263,19.55,1.85,0.43,0.36,2.28,9.46,14.08,18.70,47.3,10.9,58.2
99,"BRUNNER, DAMIEN",Detroit,44,685:54,12,14,12,26,123,176,232,9.76,1.05,1.22,1.05,2.27,10.76,15.40,20.29,26.1,30.4,56.5
100,"BROUWER, TROY",Washington,47,871:16,19,14,11,33,111,154,187,17.12,1.31,0.96,0.76,2.27,7.64,10.61,12.88,32.8,24.1,56.9
101,"PROSPAL, VACLAV",Columbus,48,793:16,12,18,5,30,85,111,153,14.12,0.91,1.36,0.38,2.27,6.43,8.40,11.57,33.3,50.0,83.3
102,"DUBINSKY, BRANDON",Columbus,29,533:46,2,18,10,20,50,72,90,4.00,0.22,2.02,1.12,2.25,5.62,8.09,10.12,7.4,66.7,74.1
103,"HUDLER, JIRI",Calgary,42,720:41,10,17,9,27,56,77,101,17.86,0.83,1.42,0.75,2.25,4.66,6.41,8.41,27.8,47.2,75.0
104,"BICKELL, BRYAN",Chicago,48,614:40,9,14,8,23,82,107,149,10.98,0.88,1.37,0.78,2.25,8.00,10.44,14.54,36.0,56.0,92.0
105,"HODGSON, CODY",Buffalo,48,883:07,15,18,13,33,114,144,193,13.16,1.02,1.22,0.88,2.24,7.75,9.78,13.11,30.0,36.0,66.0
106,"PERREAULT, MATHIEU",Washington,39,455:02,6,11,10,17,47,66,88,12.77,0.79,1.45,1.32,2.24,6.20,8.70,11.60,23.1,42.3,65.4
107,"BAERTSCHI, SVEN",Calgary,20,267:58,3,7,4,10,28,36,44,10.71,0.67,1.57,0.90,2.24,6.27,8.06,9.85,21.4,50.0,71.4
108,"TARASENKO, VLADIMIR",St. Louis,38,509:29,8,11,9,19,75,109,135,10.67,0.94,1.30,1.06,2.24,8.83,12.84,15.90,28.6,39.3,67.9
109,"O_REILLY, RYAN",Colorado,29,536:34,6,14,6,20,66,88,118,9.09,0.67,1.57,0.67,2.24,7.38,9.84,13.20,20.7,48.3,69.0
110,"BRASSARD, DERICK",NY Rangers,47,778:07,12,17,14,29,88,112,151,13.64,0.93,1.31,1.08,2.24,6.79,8.64,11.64,28.6,40.5,69.0
111,"GAGNON, AARON",Winnipeg,10,81:32,3,0,0,3,11,14,17,27.27,2.21,0.00,0.00,2.21,8.09,10.30,12.51,60.0,0.0,60.0
112,"KOIVU, MIKKO",Minnesota,48,1012:20,11,26,13,37,127,186,247,8.66,0.65,1.54,0.77,2.19,7.53,11.02,14.64,21.2,50.0,71.2
113,"PLEKANEC, TOMAS",Montreal,47,902:55,14,19,10,33,133,176,236,10.53,0.93,1.26,0.66,2.19,8.84,11.70,15.68,29.2,39.6,68.8
114,"HORNQVIST, PATRIC",Nashville,24,389:24,4,10,3,14,87,108,129,4.60,0.62,1.54,0.46,2.16,13.41,16.64,19.88,23.5,58.8,82.4
115,"ROY, DEREK",Vancouver,42,780:58,7,21,13,28,85,109,153,8.24,0.54,1.61,1.00,2.15,6.53,8.37,11.75,17.9,53.8,71.8
116,"POMINVILLE, JASON",Minnesota,47,948:27,14,20,12,34,118,169,223,11.86,0.89,1.27,0.76,2.15,7.46,10.69,14.11,24.6,35.1,59.6
117,"ENNIS, TYLER",Buffalo,47,840:15,10,20,9,30,108,142,180,9.26,0.71,1.43,0.64,2.14,7.71,10.14,12.85,25.0,50.0,75.0
118,"HUBERDEAU, JONATHAN",Florida,48,812:31,12,17,9,29,110,144,180,10.91,0.89,1.26,0.66,2.14,8.12,10.63,13.29,31.6,44.7,76.3
119,"SAAD, BRANDON",Chicago,46,757:13,10,17,11,27,98,130,163,10.20,0.79,1.35,0.87,2.14,7.77,10.30,12.92,22.7,38.6,61.4
120,"GLENCROSS, CURTIS",Calgary,40,729:25,15,11,7,26,92,130,168,16.30,1.23,0.90,0.58,2.14,7.57,10.69,13.82,42.9,31.4,74.3
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"SCHENN, BRAYDEN",Philadelphia,47,729:52,8,18,11,26,79,110,146,10.13,0.66,1.48,0.90,2.14,6.49,9.04,12.00,20.5,46.2,66.7
122,"STEEN, ALEXANDER",St. Louis,40,759:20,8,19,10,27,129,182,240,6.20,0.63,1.50,0.79,2.13,10.19,14.38,18.96,19.5,46.3,65.9
123,"LETESTU, MARK",Columbus,46,759:43,13,14,8,27,92,109,143,14.13,1.03,1.11,0.63,2.13,7.27,8.61,11.29,39.4,42.4,81.8
124,"JOHNSON, NICK",Arizona,17,169:15,4,2,2,6,23,31,37,17.39,1.42,0.71,0.71,2.13,8.15,10.99,13.12,50.0,25.0,75.0
125,"MACARTHUR, CLARKE",Toronto,40,596:22,8,13,6,21,62,91,123,12.90,0.80,1.31,0.60,2.11,6.24,9.16,12.37,26.7,43.3,70.0
126,"ZIBANEJAD, MIKA",Ottawa,42,569:36,7,13,6,20,90,127,153,7.78,0.74,1.37,0.63,2.11,9.48,13.38,16.12,22.6,41.9,64.5
127,"OSHIE, TJ",St. Louis,30,572:48,7,13,7,20,65,96,130,10.77,0.73,1.36,0.73,2.10,6.81,10.06,13.62,30.4,56.5,87.0
128,"CRACKNELL, ADAM",St. Louis,20,172:23,2,4,2,6,21,29,39,9.52,0.70,1.39,0.70,2.09,7.31,10.09,13.57,28.6,57.1,85.7
129,"TORRES, RAFFI",San Jose,39,517:27,7,11,6,18,60,88,101,11.67,0.81,1.28,0.70,2.09,6.96,10.20,11.71,31.8,50.0,81.8
130,"RUUTU, TUOMO",Carolina,17,259:04,4,5,3,9,30,40,59,13.33,0.93,1.16,0.69,2.08,6.95,9.26,13.66,33.3,41.7,75.0
131,"LUCIC, MILAN",Boston,46,777:57,7,20,12,27,79,124,172,8.86,0.54,1.54,0.93,2.08,6.09,9.56,13.27,15.9,45.5,61.4
132,"STALBERG, VIKTOR",Chicago,47,663:42,9,14,11,23,113,153,189,7.96,0.81,1.27,0.99,2.08,10.22,13.83,17.09,25.7,40.0,65.7
133,"RICHARDSON, BRAD",Los Angeles,16,174:23,1,5,2,6,27,39,52,3.70,0.34,1.72,0.69,2.06,9.29,13.42,17.89,16.7,83.3,100.0
134,"FRANSON, CODY",Toronto,45,845:29,4,25,8,29,70,96,136,5.71,0.28,1.77,0.57,2.06,4.97,6.81,9.65,6.7,41.7,48.3
135,"TATAR, TOMAS",Detroit,18,204:44,4,3,2,7,32,43,57,12.50,1.17,0.88,0.59,2.05,9.38,12.60,16.70,44.4,33.3,77.8
136,"DESHARNAIS, DAVID",Montreal,48,790:23,10,17,9,27,66,89,105,15.15,0.76,1.29,0.68,2.05,5.01,6.76,7.97,20.8,35.4,56.2
137,"PAVELSKI, JOE",San Jose,48,908:23,16,15,11,31,130,183,243,12.31,1.06,0.99,0.73,2.05,8.59,12.09,16.05,30.8,28.8,59.6
138,"WARD, JOEL",Washington,39,590:01,8,12,6,20,52,68,89,15.38,0.81,1.22,0.61,2.03,5.29,6.92,9.05,26.7,40.0,66.7
139,"DVORAK, RADEK",Anaheim,9,118:12,4,0,0,4,17,22,23,23.53,2.03,0.00,0.00,2.03,8.63,11.17,11.68,100.0,0.0,100.0
140,"MARLEAU, PATRICK",San Jose,48,917:19,17,14,5,31,150,196,245,11.33,1.11,0.92,0.33,2.03,9.81,12.82,16.02,32.7,26.9,59.6
141,"LITTLE, BRYAN",Winnipeg,48,950:33,7,25,17,32,84,108,142,8.33,0.44,1.58,1.07,2.02,5.30,6.82,8.96,12.5,44.6,57.1
142,"VAN_RIEMSDYK, JAMES",Toronto,48,921:57,18,13,6,31,140,187,233,12.86,1.17,0.85,0.39,2.02,9.11,12.17,15.16,33.3,24.1,57.4
143,"KANE, EVANDER",Winnipeg,48,981:43,17,16,12,33,190,271,350,8.95,1.04,0.98,0.73,2.02,11.61,16.56,21.39,35.4,33.3,68.8
144,"TANGUAY, ALEX",Calgary,40,774:22,11,15,9,26,44,64,84,25.00,0.85,1.16,0.70,2.01,3.41,4.96,6.51,29.7,40.5,70.3
145,"NIELSEN, FRANS",NY Islanders,48,864:55,6,23,10,29,93,125,159,6.45,0.42,1.60,0.69,2.01,6.45,8.67,11.03,17.1,65.7,82.9
146,"HEMSKY, ALES",Edmonton,38,596:44,9,11,5,20,82,99,130,10.98,0.90,1.11,0.50,2.01,8.24,9.95,13.07,27.3,33.3,60.6
147,"MICHALEK, MILAN",Ottawa,23,418:24,4,10,4,14,58,90,116,6.90,0.57,1.43,0.57,2.01,8.32,12.91,16.63,17.4,43.5,60.9
148,"PENNER, DUSTIN",Los Angeles,33,419:02,2,12,6,14,61,85,103,3.28,0.29,1.72,0.86,2.00,8.73,12.17,14.75,10.0,60.0,70.0
149,"BOUCHARD, PIERRE-MARC",Minnesota,43,599:29,8,12,5,20,70,84,102,11.43,0.80,1.20,0.50,2.00,7.01,8.41,10.21,25.8,38.7,64.5
150,"SELANNE, TEEMU",Anaheim,46,721:51,12,12,10,24,96,131,167,12.50,1.00,1.00,0.83,1.99,7.98,10.89,13.88,37.5,37.5,75.0
151,"MCDONALD, COLIN",NY Islanders,45,511:49,7,10,5,17,82,101,128,8.54,0.82,1.17,0.59,1.99,9.61,11.84,15.01,30.4,43.5,73.9
152,"CERVENKA, ROMAN",Calgary,39,512:29,9,8,3,17,51,80,103,17.65,1.05,0.94,0.35,1.99,5.97,9.37,12.06,37.5,33.3,70.8
153,"EAKIN, CODY",Dallas,48,724:04,7,17,9,24,67,86,120,10.45,0.58,1.41,0.75,1.99,5.55,7.13,9.94,22.6,54.8,77.4
154,"BACKLUND, MIKAEL",Calgary,32,483:59,8,8,3,16,87,115,144,9.20,0.99,0.99,0.37,1.98,10.79,14.26,17.85,34.8,34.8,69.6
155,"ATKINSON, CAM",Columbus,35,545:31,9,9,7,18,91,124,142,9.89,0.99,0.99,0.77,1.98,10.01,13.64,15.62,36.0,36.0,72.0
156,"MCDONALD, ANDY",St. Louis,37,638:24,7,14,9,21,86,110,138,8.14,0.66,1.32,0.85,1.97,8.08,10.34,12.97,19.4,38.9,58.3
157,"JOHNSON, TYLER",Tampa Bay,14,183:02,3,3,2,6,11,20,28,27.27,0.98,0.98,0.66,1.97,3.61,6.56,9.18,37.5,37.5,75.0
158,"KOVALCHUK, ILYA",New Jersey,37,915:11,10,20,11,30,122,180,237,8.20,0.66,1.31,0.72,1.97,8.00,11.80,15.54,20.4,40.8,61.2
