#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
16,"NASH, RICK",NY Rangers,79,1378:47,42,27,20,69,304,384,494,13.82,1.83,1.17,0.87,3.00,13.23,16.71,21.50,43.8,28.1,71.9
17,"OVECHKIN, ALEX",Washington,81,1646:24,53,28,21,81,393,595,823,13.49,1.93,1.02,0.77,2.95,14.32,21.68,29.99,45.3,23.9,69.2
18,"FOLIGNO, NICK",Columbus,79,1487:33,31,42,22,73,182,225,273,17.03,1.25,1.69,0.89,2.94,7.34,9.08,11.01,29.8,40.4,70.2
19,"PALAT, ONDREJ",Tampa Bay,75,1307:21,16,47,25,63,139,201,267,11.51,0.73,2.16,1.15,2.89,6.38,9.22,12.25,16.5,48.5,64.9
20,"VRBATA, RADIM",Vancouver,79,1312:20,31,32,18,63,267,355,451,11.61,1.42,1.46,0.82,2.88,12.21,16.23,20.62,35.2,36.4,71.6
21,"SEDIN, HENRIK",Vancouver,82,1525:03,18,55,28,73,101,130,165,17.82,0.71,2.16,1.10,2.87,3.97,5.11,6.49,17.6,53.9,71.6
22,"STONE, MARK",Ottawa,80,1361:14,26,38,22,64,157,221,261,16.56,1.15,1.68,0.97,2.82,6.92,9.74,11.50,28.0,40.9,68.8
23,"BACKSTROM, NICKLAS",Washington,82,1683:28,18,60,31,78,153,231,283,11.76,0.64,2.14,1.10,2.78,5.45,8.23,10.09,17.1,57.1,74.3
24,"SCHWARTZ, JADEN",St. Louis,75,1368:27,28,35,23,63,184,231,296,15.22,1.23,1.53,1.01,2.76,8.07,10.13,12.98,34.6,43.2,77.8
25,"PERRY, COREY",Anaheim,67,1212:45,33,22,15,55,193,269,349,17.10,1.63,1.09,0.74,2.72,9.55,13.31,17.27,41.8,27.8,69.6
26,"STAMKOS, STEVEN",Tampa Bay,82,1588:09,43,29,22,72,268,387,509,16.04,1.62,1.10,0.83,2.72,10.12,14.62,19.23,43.9,29.6,73.5
27,"DANO, MARKO",Columbus,35,464:00,8,13,8,21,84,104,129,9.52,1.03,1.68,1.03,2.72,10.86,13.45,16.68,30.8,50.0,80.8
28,"GETZLAF, RYAN",Anaheim,77,1547:03,25,45,31,70,191,279,357,13.09,0.97,1.75,1.20,2.71,7.41,10.82,13.85,27.2,48.9,76.1
29,"GAUDREAU, JOHNNY",Calgary,80,1417:21,24,40,24,64,167,217,282,14.37,1.02,1.69,1.02,2.71,7.07,9.19,11.94,24.0,40.0,64.0
30,"HORNQVIST, PATRIC",Pittsburgh,64,1129:51,25,26,14,51,220,293,369,11.36,1.33,1.38,0.74,2.71,11.68,15.56,19.60,28.4,29.5,58.0
31,"HARTNELL, SCOTT",Columbus,77,1331:52,28,32,21,60,203,256,307,13.79,1.26,1.44,0.95,2.70,9.15,11.53,13.83,30.8,35.2,65.9
32,"ZETTERBERG, HENRIK",Detroit,77,1471:33,17,49,30,66,227,317,419,7.49,0.69,2.00,1.22,2.69,9.26,12.93,17.08,18.3,52.7,71.0
33,"THORNTON, JOE",San Jose,78,1435:45,15,49,28,64,130,186,257,11.54,0.63,2.05,1.17,2.67,5.43,7.77,10.74,16.0,52.1,68.1
34,"STEPAN, DEREK",NY Rangers,68,1236:18,16,39,26,55,155,204,264,10.32,0.78,1.89,1.26,2.67,7.52,9.90,12.81,21.9,53.4,75.3
35,"JOHANSEN, RYAN",Columbus,82,1599:11,26,45,24,71,202,271,354,12.87,0.98,1.69,0.90,2.66,7.58,10.17,13.28,25.7,44.6,70.3
36,"FORSBERG, FILIP",Nashville,82,1420:39,26,37,20,63,237,368,471,10.97,1.10,1.56,0.84,2.66,10.01,15.54,19.89,28.9,41.1,70.0
37,"TOFFOLI, TYLER",Los Angeles,76,1108:46,23,26,17,49,200,270,345,11.50,1.24,1.41,0.92,2.65,10.82,14.61,18.67,33.8,38.2,72.1
38,"SPEZZA, JASON",Dallas,82,1412:00,17,45,19,62,204,313,412,8.33,0.72,1.91,0.81,2.63,8.67,13.30,17.51,17.5,46.4,63.9
39,"GIROUX, CLAUDE",Philadelphia,81,1665:21,25,48,20,73,279,360,512,8.96,0.90,1.73,0.72,2.63,10.05,12.97,18.45,24.0,46.2,70.2
40,"PARISE, ZACH",Minnesota,74,1418:05,33,29,15,62,259,340,406,12.74,1.40,1.23,0.63,2.62,10.96,14.39,17.18,39.3,34.5,73.8
41,"HAYES, KEVIN",NY Rangers,79,1030:14,17,28,25,45,111,144,180,15.32,0.99,1.63,1.46,2.62,6.46,8.39,10.48,32.1,52.8,84.9
42,"OKPOSO, KYLE",NY Islanders,60,1173:16,18,33,19,51,195,274,349,9.23,0.92,1.69,0.97,2.61,9.97,14.01,17.85,25.0,45.8,70.8
43,"STEEN, ALEXANDER",St. Louis,74,1478:34,24,40,29,64,223,305,415,10.76,0.97,1.62,1.18,2.60,9.05,12.38,16.84,25.0,41.7,66.7
44,"PACIORETTY, MAX",Montreal,80,1550:30,37,30,17,67,302,410,561,12.25,1.43,1.16,0.66,2.59,11.69,15.87,21.71,40.7,33.0,73.6
45,"BRASSARD, DERICK",NY Rangers,80,1391:36,19,41,16,60,168,217,281,11.31,0.82,1.77,0.69,2.59,7.24,9.36,12.12,21.8,47.1,69.0
46,"COUTURE, LOGAN",San Jose,82,1561:20,27,40,23,67,264,380,498,10.23,1.04,1.54,0.88,2.57,10.15,14.60,19.14,26.7,39.6,66.3
47,"SPOONER, RYAN",Boston,29,421:36,8,10,4,18,73,92,113,10.96,1.14,1.42,0.57,2.56,10.39,13.09,16.08,30.8,38.5,69.2
48,"PAVELSKI, JOE",San Jose,82,1650:15,37,33,22,70,261,358,439,14.18,1.35,1.20,0.80,2.55,9.49,13.02,15.96,35.6,31.7,67.3
49,"WEISS, STEPHEN",Detroit,52,589:32,9,16,7,25,52,70,91,17.31,0.92,1.63,0.71,2.54,5.29,7.12,9.26,25.0,44.4,69.4
50,"MCDONALD, COLIN",NY Islanders,18,189:08,2,6,4,8,29,39,48,6.90,0.63,1.90,1.27,2.54,9.20,12.37,15.23,22.2,66.7,88.9
51,"TATAR, TOMAS",Detroit,82,1330:18,29,27,16,56,211,312,412,13.74,1.31,1.22,0.72,2.53,9.52,14.07,18.58,36.7,34.2,70.9
52,"CARTER, JEFF",Los Angeles,82,1473:36,28,34,18,62,218,331,420,12.84,1.14,1.38,0.73,2.52,8.88,13.48,17.10,31.8,38.6,70.5
53,"PASTRNAK, DAVID",Boston,46,642:46,10,17,8,27,93,135,175,10.75,0.93,1.59,0.75,2.52,8.68,12.60,16.34,28.6,48.6,77.1
54,"EAVES, PATRICK",Dallas,47,644:43,14,13,6,27,91,142,182,15.38,1.30,1.21,0.56,2.51,8.47,13.22,16.94,26.9,25.0,51.9
55,"HOFFMAN, MIKE",Ottawa,79,1149:44,27,21,15,48,198,263,370,13.64,1.41,1.10,0.78,2.50,10.33,13.72,19.31,38.6,30.0,68.6
56,"TOEWS, JONATHAN",Chicago,81,1583:57,28,38,23,66,192,258,304,14.58,1.06,1.44,0.87,2.50,7.27,9.77,11.52,27.7,37.6,65.3
57,"FRANZEN, JOHAN",Detroit,33,529:45,7,15,6,22,74,108,126,9.46,0.79,1.70,0.68,2.49,8.38,12.23,14.27,25.0,53.6,78.6
58,"DUPUIS, PASCAL",Pittsburgh,16,266:21,6,5,3,11,44,54,65,13.64,1.35,1.13,0.68,2.48,9.91,12.16,14.64,42.9,35.7,78.6
59,"DUBINSKY, BRANDON",Columbus,47,848:53,12,23,11,35,99,128,169,12.12,0.85,1.63,0.78,2.47,7.00,9.05,11.95,26.1,50.0,76.1
60,"KOPITAR, ANZE",Los Angeles,79,1530:19,15,48,30,63,133,190,253,11.28,0.59,1.88,1.18,2.47,5.21,7.45,9.92,18.1,57.8,75.9
61,"EBERLE, JORDAN",Edmonton,81,1542:25,24,39,25,63,182,235,302,13.19,0.93,1.52,0.97,2.45,7.08,9.14,11.75,27.9,45.3,73.3
62,"HUBERDEAU, JONATHAN",Florida,79,1323:05,15,39,27,54,170,206,265,8.82,0.68,1.77,1.22,2.45,7.71,9.34,12.02,20.3,52.7,73.0
63,"PERREAULT, MATHIEU",Winnipeg,62,1006:13,18,23,18,41,129,168,221,13.95,1.07,1.37,1.07,2.44,7.69,10.02,13.18,32.7,41.8,74.5
64,"TURRIS, KYLE",Ottawa,82,1575:13,24,40,25,64,215,298,420,11.16,0.91,1.52,0.95,2.44,8.19,11.35,16.00,25.3,42.1,67.4
65,"OSHIE, TJ",St. Louis,72,1356:02,19,36,23,55,162,231,289,11.73,0.84,1.59,1.02,2.43,7.17,10.22,12.79,21.8,41.4,63.2
66,"MILLER, ANDREW",Edmonton,9,123:45,0,5,3,5,13,19,21,0.00,0.00,2.42,1.45,2.42,6.30,9.21,10.18,0.0,100.0,100.0
67,"RIBEIRO, MIKE",Nashville,82,1537:12,15,47,27,62,96,140,169,15.62,0.59,1.83,1.05,2.42,3.75,5.46,6.60,16.3,51.1,67.4
68,"GABORIK, MARIAN",Los Angeles,69,1167:08,27,20,14,47,174,233,288,15.52,1.39,1.03,0.72,2.42,8.95,11.98,14.81,34.2,25.3,59.5
69,"VANEK, THOMAS",Minnesota,80,1296:39,21,31,23,52,171,230,291,12.28,0.97,1.43,1.06,2.41,7.91,10.64,13.47,31.3,46.3,77.6
70,"HOSSA, MARIAN",Chicago,82,1521:28,22,39,21,61,247,320,450,8.91,0.87,1.54,0.83,2.41,9.74,12.62,17.75,25.9,45.9,71.8
71,"STROME, RYAN",NY Islanders,81,1247:14,17,33,25,50,179,221,286,9.50,0.82,1.59,1.20,2.41,8.61,10.63,13.76,19.3,37.5,56.8
72,"ST._LOUIS, MARTIN",NY Rangers,74,1299:39,21,31,19,52,143,195,240,14.69,0.97,1.43,0.88,2.40,6.60,9.00,11.08,27.6,40.8,68.4
73,"TIERNEY, CHRIS",San Jose,43,526:39,6,15,10,21,48,66,89,12.50,0.68,1.71,1.14,2.39,5.47,7.52,10.14,21.4,53.6,75.0
74,"IGINLA, JAROME",Colorado,82,1487:07,29,30,23,59,189,245,350,15.34,1.17,1.21,0.93,2.38,7.63,9.88,14.12,37.7,39.0,76.6
75,"SIMMONDS, WAYNE",Philadelphia,75,1260:35,28,22,11,50,188,256,323,14.89,1.33,1.05,0.52,2.38,8.95,12.18,15.37,34.6,27.2,61.7
76,"RYAN, BOBBY",Ottawa,78,1362:52,18,36,18,54,220,282,367,8.18,0.79,1.58,0.79,2.38,9.69,12.41,16.16,23.4,46.8,70.1
77,"CALLAHAN, RYAN",Tampa Bay,77,1365:37,24,30,21,54,191,242,305,12.57,1.05,1.32,0.92,2.37,8.39,10.63,13.40,29.3,36.6,65.9
78,"NYQUIST, GUSTAV",Detroit,82,1365:51,27,27,14,54,194,251,340,13.92,1.19,1.19,0.61,2.37,8.52,11.03,14.94,34.2,34.2,68.4
79,"COLE, ERIK",Detroit,68,989:14,21,18,14,39,122,162,213,17.21,1.27,1.09,0.85,2.37,7.40,9.83,12.92,40.4,34.6,75.0
80,"WHEELER, BLAKE",Winnipeg,79,1553:16,26,35,24,61,244,345,416,10.66,1.00,1.35,0.93,2.36,9.43,13.33,16.07,27.4,36.8,64.2
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"MONAHAN, SEAN",Calgary,81,1589:20,31,31,20,62,191,266,344,16.23,1.17,1.17,0.76,2.34,7.21,10.04,12.99,33.0,33.0,66.0
82,"KESSEL, PHIL",Toronto,82,1541:00,24,36,17,60,279,368,506,8.60,0.93,1.40,0.66,2.34,10.86,14.33,19.70,29.3,43.9,73.2
83,"BACKES, DAVID",St. Louis,80,1491:17,26,32,18,58,183,260,305,14.21,1.05,1.29,0.72,2.33,7.36,10.46,12.27,27.7,34.0,61.7
84,"LANDESKOG, GABRIEL",Colorado,82,1517:12,23,36,21,59,214,280,349,10.75,0.91,1.42,0.83,2.33,8.46,11.07,13.80,27.4,42.9,70.2
85,"MOUILLIERAT, KAEL",NY Islanders,6,52:04,1,1,0,2,1,3,4,100.00,1.15,1.15,0.00,2.30,1.15,3.46,4.61,50.0,50.0,100.0
86,"PLEKANEC, TOMAS",Montreal,82,1570:46,26,34,20,60,248,316,392,10.48,0.99,1.30,0.76,2.29,9.47,12.07,14.97,34.2,44.7,78.9
87,"LADD, ANDREW",Winnipeg,81,1625:52,24,38,24,62,224,306,382,10.71,0.89,1.40,0.89,2.29,8.27,11.29,14.10,27.3,43.2,70.5
88,"TANGUAY, ALEX",Colorado,80,1452:37,22,33,19,55,104,132,169,21.15,0.91,1.36,0.78,2.27,4.30,5.45,6.98,30.6,45.8,76.4
89,"SHARP, PATRICK",Chicago,68,1143:08,16,27,15,43,230,306,413,6.96,0.84,1.42,0.79,2.26,12.07,16.06,21.68,26.7,45.0,71.7
90,"LEE, ANDERS",NY Islanders,76,1093:53,25,16,9,41,197,262,303,12.69,1.37,0.88,0.49,2.25,10.81,14.37,16.62,36.2,23.2,59.4
91,"BERGERON, PATRICE",Boston,81,1468:37,23,32,22,55,234,324,428,9.83,0.94,1.31,0.90,2.25,9.56,13.24,17.49,29.5,41.0,70.5
92,"LITTLE, BRYAN",Winnipeg,70,1394:22,24,28,15,52,148,203,273,16.22,1.03,1.20,0.65,2.24,6.37,8.74,11.75,34.8,40.6,75.4
93,"STAAL, ERIC",Carolina,77,1451:18,23,31,18,54,244,348,450,9.43,0.95,1.28,0.74,2.23,10.09,14.39,18.60,33.3,44.9,78.3
94,"BERNIER, STEVE",New Jersey,67,866:45,16,16,10,32,107,132,160,14.95,1.11,1.11,0.69,2.22,7.41,9.14,11.08,35.6,35.6,71.1
95,"SAAD, BRANDON",Chicago,82,1414:36,23,29,16,52,202,260,322,11.39,0.98,1.23,0.68,2.21,8.57,11.03,13.66,32.4,40.8,73.2
96,"KREIDER, CHRIS",NY Rangers,80,1256:55,21,25,16,46,180,254,297,11.67,1.00,1.19,0.76,2.20,8.59,12.12,14.18,30.4,36.2,66.7
97,"HANZAL, MARTIN",Arizona,37,656:14,8,16,10,24,85,117,144,9.41,0.73,1.46,0.91,2.19,7.77,10.70,13.17,23.5,47.1,70.6
98,"FONTAINE, JUSTIN",Minnesota,71,848:50,9,22,13,31,104,143,182,8.65,0.64,1.56,0.92,2.19,7.35,10.11,12.86,22.0,53.7,75.6
99,"ZUCCARELLO, MATS",NY Rangers,78,1346:12,15,34,21,49,154,216,289,9.74,0.67,1.52,0.94,2.18,6.86,9.63,12.88,19.2,43.6,62.8
100,"HALL, TAYLOR",Edmonton,53,1017:31,13,24,16,37,157,215,311,8.28,0.77,1.42,0.94,2.18,9.26,12.68,18.34,23.6,43.6,67.3
101,"KREJCI, DAVID",Boston,47,853:51,7,24,12,31,70,102,141,10.00,0.49,1.69,0.84,2.18,4.92,7.17,9.91,14.6,50.0,64.6
102,"LEHTERA, JORI",St. Louis,75,1215:48,14,30,19,44,104,133,175,13.46,0.69,1.48,0.94,2.17,5.13,6.56,8.64,17.5,37.5,55.0
103,"DUCHENE, MATT",Colorado,82,1522:53,21,34,19,55,207,282,344,10.14,0.83,1.34,0.75,2.17,8.16,11.11,13.55,28.0,45.3,73.3
104,"PALMIERI, KYLE",Anaheim,57,803:31,14,15,7,29,112,172,214,12.50,1.05,1.12,0.52,2.17,8.36,12.84,15.98,35.0,37.5,72.5
105,"POMINVILLE, JASON",Minnesota,82,1498:59,18,36,23,54,252,336,433,7.14,0.72,1.44,0.92,2.16,10.09,13.45,17.33,21.4,42.9,64.3
106,"BJUGSTAD, NICK",Florida,72,1193:55,24,19,8,43,207,271,325,11.59,1.21,0.95,0.40,2.16,10.40,13.62,16.33,42.1,33.3,75.4
107,"FISHER, MIKE",Nashville,59,1087:35,19,20,15,39,111,154,191,17.12,1.05,1.10,0.83,2.15,6.12,8.50,10.54,32.2,33.9,66.1
108,"VAN_RIEMSDYK, JAMES",Toronto,82,1564:53,27,29,23,56,248,333,402,10.89,1.04,1.11,0.88,2.15,9.51,12.77,15.41,33.3,35.8,69.1
109,"NUGENT-HOPKINS, RYAN",Edmonton,76,1568:41,24,32,15,56,189,251,359,12.70,0.92,1.22,0.57,2.14,7.23,9.60,13.73,29.3,39.0,68.3
110,"BOEDKER, MIKKEL",Arizona,45,786:46,14,14,6,28,79,107,150,17.72,1.07,1.07,0.46,2.14,6.02,8.16,11.44,33.3,33.3,66.7
111,"MARLEAU, PATRICK",San Jose,82,1604:27,19,38,21,57,232,308,411,8.19,0.71,1.42,0.79,2.13,8.68,11.52,15.37,20.7,41.3,62.0
112,"GOMEZ, SCOTT",New Jersey,58,957:46,7,27,13,34,70,93,111,10.00,0.44,1.69,0.81,2.13,4.39,5.83,6.95,14.9,57.4,72.3
113,"POULIOT, BENOIT",Edmonton,58,964:05,19,15,11,34,105,156,174,18.10,1.18,0.93,0.68,2.12,6.53,9.71,10.83,35.8,28.3,64.2
114,"STASTNY, PAUL",St. Louis,74,1304:26,16,30,17,46,143,197,232,11.19,0.74,1.38,0.78,2.12,6.58,9.06,10.67,21.6,40.5,62.2
115,"VERSTEEG, KRIS",Chicago,61,966:58,14,20,13,34,134,175,228,10.45,0.87,1.24,0.81,2.11,8.31,10.86,14.15,27.5,39.2,66.7
116,"LANDER, ANTON",Edmonton,38,570:27,6,14,6,20,61,75,88,9.84,0.63,1.47,0.63,2.10,6.42,7.89,9.26,20.7,48.3,69.0
117,"GALCHENYUK, ALEX",Montreal,80,1314:18,20,26,15,46,163,229,300,12.27,0.91,1.19,0.68,2.10,7.44,10.45,13.70,27.8,36.1,63.9
118,"ZIBANEJAD, MIKA",Ottawa,80,1314:57,20,26,16,46,150,222,293,13.33,0.91,1.19,0.73,2.10,6.84,10.13,13.37,29.0,37.7,66.7
119,"BAILEY, JOSH",NY Islanders,70,1174:39,15,26,14,41,140,186,261,10.71,0.77,1.33,0.72,2.09,7.15,9.50,13.33,23.4,40.6,64.1
120,"MACKINNON, NATHAN",Colorado,64,1091:04,14,24,15,38,192,257,323,7.29,0.77,1.32,0.82,2.09,10.56,14.13,17.76,26.4,45.3,71.7
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"SHATTENKIRK, KEVIN",St. Louis,56,1263:20,8,36,18,44,135,184,262,5.93,0.38,1.71,0.85,2.09,6.41,8.74,12.44,9.0,40.4,49.4
122,"JOHANSSON, MARCUS",Washington,82,1350:57,20,27,8,47,138,190,253,14.49,0.89,1.20,0.36,2.09,6.13,8.44,11.24,23.8,32.1,56.0
123,"RAKELL, RICKARD",Anaheim,71,891:06,9,22,11,31,105,153,192,8.57,0.61,1.48,0.74,2.09,7.07,10.30,12.93,20.0,48.9,68.9
124,"JAGR, JAROMIR",Florida,77,1352:54,17,30,21,47,169,226,300,10.06,0.75,1.33,0.93,2.08,7.50,10.02,13.30,23.6,41.7,65.3
125,"KUZNETSOV, EVGENY",Washington,80,1066:29,11,26,17,37,127,176,230,8.66,0.62,1.46,0.96,2.08,7.14,9.90,12.94,19.0,44.8,63.8
126,"ABDELKADER, JUSTIN",Detroit,71,1271:36,23,21,15,44,154,201,237,14.94,1.09,0.99,0.71,2.08,7.27,9.48,11.18,28.8,26.2,55.0
127,"GALLAGHER, BRENDAN",Montreal,82,1360:12,24,23,16,47,254,333,462,9.45,1.06,1.01,0.71,2.07,11.20,14.69,20.38,31.2,29.9,61.0
128,"DROUIN, JONATHAN",Tampa Bay,70,926:33,4,28,16,32,76,108,154,5.26,0.26,1.81,1.04,2.07,4.92,6.99,9.97,8.5,59.6,68.1
129,"BAERTSCHI, SVEN",Vancouver,18,174:16,2,4,4,6,15,19,24,13.33,0.69,1.38,1.38,2.07,5.16,6.54,8.26,25.0,50.0,75.0
130,"STAFFORD, DREW",Winnipeg,76,1253:54,18,25,13,43,147,190,232,12.24,0.86,1.20,0.62,2.06,7.03,9.09,11.10,33.3,46.3,79.6
131,"MACARTHUR, CLARKE",Ottawa,62,1054:17,16,20,13,36,140,187,244,11.43,0.91,1.14,0.74,2.05,7.97,10.64,13.89,27.6,34.5,62.1
132,"O_REILLY, RYAN",Colorado,82,1615:53,17,38,25,55,171,220,273,9.94,0.63,1.41,0.93,2.04,6.35,8.17,10.14,20.0,44.7,64.7
133,"BELESKEY, MATT",Anaheim,65,941:02,22,10,5,32,145,230,313,15.17,1.40,0.64,0.32,2.04,9.25,14.66,19.96,41.5,18.9,60.4
134,"DESHARNAIS, DAVID",Montreal,82,1414:25,14,34,16,48,90,121,172,15.56,0.59,1.44,0.68,2.04,3.82,5.13,7.30,17.3,42.0,59.3
135,"ZUCKER, JASON",Minnesota,51,768:02,21,5,5,26,124,170,193,16.94,1.64,0.39,0.39,2.03,9.69,13.28,15.08,60.0,14.3,74.3
136,"CAMMALLERI, MIKE",New Jersey,68,1246:31,27,15,7,42,157,204,259,17.20,1.30,0.72,0.34,2.02,7.56,9.82,12.47,43.5,24.2,67.7
137,"STALBERG, VIKTOR",Nashville,25,297:07,2,8,6,10,27,39,51,7.41,0.40,1.62,1.21,2.02,5.45,7.88,10.30,15.4,61.5,76.9
138,"WILSON, COLIN",Nashville,77,1248:16,20,22,17,42,172,221,284,11.63,0.96,1.06,0.82,2.02,8.27,10.62,13.65,29.4,32.4,61.8
139,"FEDUN, TAYLOR",San Jose,7,118:55,0,4,1,4,12,17,26,0.00,0.00,2.02,0.50,2.02,6.05,8.58,13.12,0.0,80.0,80.0
140,"SCHENN, BRAYDEN",Philadelphia,82,1400:34,18,29,21,47,156,232,299,11.54,0.77,1.24,0.90,2.01,6.68,9.94,12.81,22.2,35.8,58.0
141,"MAROON, PATRICK",Anaheim,71,1014:05,9,25,19,34,120,176,202,7.50,0.53,1.48,1.12,2.01,7.10,10.41,11.95,16.7,46.3,63.0
142,"SMITH, CRAIG",Nashville,82,1290:14,23,20,9,43,251,338,421,9.16,1.07,0.93,0.42,2.00,11.67,15.72,19.58,30.3,26.3,56.6
143,"NIELSEN, FRANS",NY Islanders,78,1293:13,14,29,18,43,157,227,310,8.92,0.65,1.35,0.84,2.00,7.28,10.53,14.38,18.9,39.2,58.1
144,"COMEAU, BLAKE",Pittsburgh,61,932:20,16,15,10,31,147,192,269,10.88,1.03,0.97,0.64,2.00,9.46,12.36,17.31,39.0,36.6,75.6
145,"LUCIC, MILAN",Boston,81,1324:58,18,26,17,44,141,214,275,12.77,0.82,1.18,0.77,1.99,6.39,9.69,12.45,26.5,38.2,64.7
146,"PIRRI, BRANDON",Florida,49,723:43,22,2,1,24,143,199,243,15.38,1.82,0.17,0.08,1.99,11.86,16.50,20.15,71.0,6.5,77.4
147,"KENNEDY, TYLER",NY Islanders,38,424:18,6,8,6,14,79,102,141,7.59,0.85,1.13,0.85,1.98,11.17,14.42,19.94,33.3,44.4,77.8
148,"GREEN, MIKE",Washington,72,1375:44,10,35,21,45,159,226,308,6.29,0.44,1.53,0.92,1.96,6.93,9.86,13.43,12.0,42.2,54.2
149,"RICHARDS, BRAD",Chicago,76,1131:29,12,25,15,37,199,252,322,6.03,0.64,1.33,0.80,1.96,10.55,13.36,17.07,19.4,40.3,59.7
150,"KENINS, RONALDS",Vancouver,30,368:03,4,8,5,12,38,50,68,10.53,0.65,1.30,0.82,1.96,6.19,8.15,11.09,26.7,53.3,80.0
151,"JOKINEN, JUSSI",Florida,81,1355:47,8,36,19,44,134,170,217,5.97,0.35,1.59,0.84,1.95,5.93,7.52,9.60,13.3,60.0,73.3
152,"HENRIQUE, ADAM",New Jersey,75,1330:47,16,27,16,43,127,164,223,12.60,0.72,1.22,0.72,1.94,5.73,7.39,10.05,26.2,44.3,70.5
153,"MARCHAND, BRAD",Boston,77,1301:20,24,18,14,42,180,245,312,13.33,1.11,0.83,0.65,1.94,8.30,11.30,14.39,39.3,29.5,68.9
154,"NELSON, BROCK",NY Islanders,82,1302:25,20,22,10,42,190,251,319,10.53,0.92,1.01,0.46,1.93,8.75,11.56,14.70,26.7,29.3,56.0
155,"RICHARDSON, BRAD",Vancouver,45,651:13,8,13,6,21,66,83,111,12.12,0.74,1.20,0.55,1.93,6.08,7.65,10.23,29.6,48.1,77.8
156,"SCHEIFELE, MARK",Winnipeg,82,1522:46,15,34,15,49,170,233,310,8.82,0.59,1.34,0.59,1.93,6.70,9.18,12.21,18.5,42.0,60.5
157,"BURAKOVSKY, ANDRE",Washington,53,684:48,9,13,6,22,65,101,142,13.85,0.79,1.14,0.53,1.93,5.70,8.85,12.44,20.5,29.5,50.0
158,"HAYES, JIMMY",Florida,72,1090:07,19,16,11,35,166,215,248,11.45,1.05,0.88,0.61,1.93,9.14,11.83,13.65,31.7,26.7,58.3
