#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
66,"MCDONALD, ANDY",St. Louis,58,1162:31,20,30,15,50,180,243,280,11.11,1.03,1.55,0.77,2.58,9.29,12.54,14.45,27.8,41.7,69.4
67,"CALVERT, MATT",Columbus,42,465:56,11,9,5,20,49,66,83,22.45,1.42,1.16,0.64,2.58,6.31,8.50,10.69,39.3,32.1,71.4
68,"LATENDRESSE, GUILLAUME",Minnesota,11,139:48,3,3,3,6,18,26,28,16.67,1.29,1.29,1.29,2.58,7.73,11.16,12.02,30.0,30.0,60.0
69,"FLEISCHMANN, TOMAS",Colorado,44,723:28,12,19,16,31,96,120,165,12.50,1.00,1.58,1.33,2.57,7.96,9.95,13.68,29.3,46.3,75.6
70,"MARLEAU, PATRICK",San Jose,82,1704:46,37,36,17,73,279,365,470,13.26,1.30,1.27,0.60,2.57,9.82,12.85,16.54,32.7,31.9,64.6
71,"GABORIK, MARIAN",NY Rangers,62,1121:14,22,26,15,48,190,255,322,11.58,1.18,1.39,0.80,2.57,10.17,13.65,17.23,33.8,40.0,73.8
72,"KOSTITSYN, SERGEI",Nashville,77,1169:15,23,27,9,50,93,132,185,24.73,1.18,1.39,0.46,2.57,4.77,6.77,9.49,31.9,37.5,69.4
73,"RYAN, BOBBY",Anaheim,82,1654:44,33,37,25,70,268,356,421,12.31,1.20,1.34,0.91,2.54,9.72,12.91,15.27,30.8,34.6,65.4
74,"OLVER, MARK",Colorado,18,213:57,2,7,4,9,25,31,41,8.00,0.56,1.96,1.12,2.52,7.01,8.69,11.50,20.0,70.0,90.0
75,"RUUTU, TUOMO",Carolina,81,1362:51,19,38,20,57,147,218,301,12.93,0.84,1.67,0.88,2.51,6.47,9.60,13.25,22.9,45.8,68.7
76,"FRANZEN, JOHAN",Detroit,76,1324:58,28,27,17,55,248,341,410,11.29,1.27,1.22,0.77,2.49,11.23,15.44,18.57,32.2,31.0,63.2
77,"ELIAS, PATRIK",New Jersey,81,1508:39,21,41,21,62,204,262,349,10.29,0.84,1.63,0.84,2.47,8.11,10.42,13.88,27.3,53.2,80.5
78,"BOUCHARD, PIERRE-MARC",Minnesota,59,927:06,12,26,10,38,98,133,172,12.24,0.78,1.68,0.65,2.46,6.34,8.61,11.13,22.2,48.1,70.4
79,"LEINO, VILLE",Philadelphia,81,1297:18,19,34,18,53,117,153,196,16.24,0.88,1.57,0.83,2.45,5.41,7.08,9.06,25.0,44.7,69.7
80,"PACIORETTY, MAX",Montreal,37,588:09,14,10,6,24,112,158,188,12.50,1.43,1.02,0.61,2.45,11.43,16.12,19.18,35.9,25.6,61.5
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
81,"HEATLEY, DANY",San Jose,80,1572:07,26,38,25,64,217,316,404,11.98,0.99,1.45,0.95,2.44,8.28,12.06,15.42,23.9,34.9,58.7
82,"HORTON, NATHAN",Boston,80,1302:55,26,27,14,53,188,262,334,13.83,1.20,1.24,0.64,2.44,8.66,12.07,15.38,31.0,32.1,63.1
83,"CLEARY, DAN",Detroit,68,1131:15,26,20,15,46,192,265,312,13.54,1.38,1.06,0.80,2.44,10.18,14.06,16.55,41.9,32.3,74.2
84,"BACKSTROM, NICKLAS",Washington,76,1567:36,16,47,28,63,198,275,345,8.08,0.61,1.80,1.07,2.41,7.58,10.53,13.20,17.6,51.6,69.2
85,"KULEMIN, NIKOLAI",Toronto,82,1420:35,30,27,9,57,173,240,314,17.34,1.27,1.14,0.38,2.41,7.31,10.14,13.26,39.0,35.1,74.0
86,"SAMUELSSON, MIKAEL",Vancouver,75,1247:24,18,32,23,50,215,286,382,8.37,0.87,1.54,1.11,2.40,10.34,13.76,18.37,24.7,43.8,68.5
87,"BERGERON, PATRICE",Boston,80,1431:05,22,35,23,57,211,277,365,10.43,0.92,1.47,0.96,2.39,8.85,11.61,15.30,25.3,40.2,65.5
88,"KUNITZ, CHRIS",Pittsburgh,66,1206:28,23,25,14,48,133,200,263,17.29,1.14,1.24,0.70,2.39,6.61,9.95,13.08,28.4,30.9,59.3
89,"COUTURE, LOGAN",San Jose,79,1408:02,32,24,16,56,253,347,431,12.65,1.36,1.02,0.68,2.39,10.78,14.79,18.37,45.7,34.3,80.0
90,"DESHARNAIS, DAVID",Montreal,43,553:26,8,14,6,22,55,65,82,14.55,0.87,1.52,0.65,2.39,5.96,7.05,8.89,26.7,46.7,73.3
91,"KESSEL, PHIL",Toronto,82,1610:57,32,32,23,64,325,434,572,9.85,1.19,1.19,0.86,2.38,12.10,16.16,21.30,38.6,38.6,77.1
92,"CALLAHAN, RYAN",NY Rangers,60,1193:01,22,25,15,47,178,248,298,12.36,1.11,1.26,0.75,2.36,8.95,12.47,14.99,31.9,36.2,68.1
93,"POMINVILLE, JASON",Buffalo,73,1324:14,22,30,18,52,215,273,353,10.23,1.00,1.36,0.82,2.36,9.74,12.37,15.99,26.8,36.6,63.4
94,"BURROWS, ALEX",Vancouver,72,1226:17,26,22,6,48,152,215,266,17.11,1.27,1.08,0.29,2.35,7.44,10.52,13.01,36.6,31.0,67.6
95,"STASTNY, PAUL",Colorado,74,1460:29,22,35,22,57,181,232,279,12.15,0.90,1.44,0.90,2.34,7.44,9.53,11.46,25.6,40.7,66.3
96,"MORRISON, BRENDAN",Calgary,66,1101:53,9,34,17,43,89,116,149,10.11,0.49,1.85,0.93,2.34,4.85,6.32,8.11,15.0,56.7,71.7
97,"BOYES, BRAD",Buffalo,83,1410:57,17,38,20,55,178,248,321,9.55,0.72,1.62,0.85,2.34,7.57,10.55,13.65,20.5,45.8,66.3
98,"KENNEDY, TYLER",Pittsburgh,80,1162:17,21,24,17,45,234,307,402,8.97,1.08,1.24,0.88,2.32,12.08,15.85,20.75,37.5,42.9,80.4
99,"DOWNIE, STEVE",Tampa Bay,57,827:30,10,22,14,32,83,114,140,12.05,0.73,1.60,1.02,2.32,6.02,8.27,10.15,19.2,42.3,61.5
100,"ZUCCARELLO, MATS",NY Rangers,42,595:14,6,17,8,23,74,103,121,8.11,0.60,1.71,0.81,2.32,7.46,10.38,12.20,18.2,51.5,69.7
101,"HORNQVIST, PATRIC",Nashville,79,1242:19,21,27,17,48,265,330,391,7.92,1.01,1.30,0.82,2.32,12.80,15.94,18.88,30.4,39.1,69.6
102,"JOKINEN, OLLI",Calgary,79,1404:23,17,37,17,54,208,286,368,8.17,0.73,1.58,0.73,2.31,8.89,12.22,15.72,21.5,46.8,68.4
103,"ENNIS, TYLER",Buffalo,82,1285:06,20,29,19,49,210,277,340,9.52,0.93,1.35,0.89,2.29,9.80,12.93,15.87,26.7,38.7,65.3
104,"MARCHAND, BRAD",Boston,77,1076:33,21,20,12,41,148,184,226,14.19,1.17,1.11,0.67,2.29,8.25,10.26,12.60,36.2,34.5,70.7
105,"D_AGOSTINI, MATT",St. Louis,82,1210:15,21,25,16,46,163,223,286,12.88,1.04,1.24,0.79,2.28,8.08,11.06,14.18,28.8,34.2,63.0
106,"PERRON, DAVID",St. Louis,10,184:11,5,2,2,7,29,34,37,17.24,1.63,0.65,0.65,2.28,9.45,11.08,12.05,41.7,16.7,58.3
107,"BUTLER, BOBBY",Ottawa,36,555:27,10,11,6,21,73,98,116,13.70,1.08,1.19,0.65,2.27,7.89,10.59,12.53,32.3,35.5,67.7
108,"MOSS, DAVID",Calgary,58,793:48,17,13,3,30,128,170,202,13.28,1.28,0.98,0.23,2.27,9.68,12.85,15.27,41.5,31.7,73.2
109,"BOEDKER, MIKKEL",Arizona,34,370:29,4,10,6,14,39,55,76,10.26,0.65,1.62,0.97,2.27,6.32,8.91,12.31,18.2,45.5,63.6
110,"BACKES, DAVID",St. Louis,82,1615:53,30,31,19,61,210,304,360,14.29,1.11,1.15,0.71,2.27,7.80,11.29,13.37,28.6,29.5,58.1
111,"DARCHE, MATHIEU",Montreal,59,664:44,11,14,11,25,89,124,153,12.36,0.99,1.26,0.99,2.26,8.03,11.19,13.81,26.8,34.1,61.0
112,"GAGNE, SIMON",Tampa Bay,63,1063:59,17,23,12,40,154,215,281,11.04,0.96,1.30,0.68,2.26,8.68,12.12,15.85,27.4,37.1,64.5
113,"SETOGUCHI, DEVIN",San Jose,72,1094:50,22,19,7,41,199,268,346,11.06,1.21,1.04,0.38,2.25,10.91,14.69,18.96,37.9,32.8,70.7
114,"BERGLUND, PATRIK",St. Louis,81,1392:26,22,30,19,52,175,247,314,12.57,0.95,1.29,0.82,2.24,7.54,10.64,13.53,29.3,40.0,69.3
115,"RAFALSKI, BRIAN",Detroit,63,1286:38,4,44,18,48,106,143,218,3.77,0.19,2.05,0.84,2.24,4.94,6.67,10.17,4.0,44.0,48.0
116,"BRASSARD, DERICK",Columbus,74,1260:07,17,30,18,47,183,227,304,9.29,0.81,1.43,0.86,2.24,8.71,10.81,14.47,25.4,44.8,70.1
117,"CAMMALLERI, MIKE",Montreal,67,1238:09,18,28,14,46,192,264,342,9.38,0.87,1.36,0.68,2.23,9.30,12.79,16.57,26.1,40.6,66.7
118,"VRBATA, RADIM",Arizona,79,1292:13,19,29,17,48,240,313,380,7.92,0.88,1.35,0.79,2.23,11.14,14.53,17.64,25.3,38.7,64.0
119,"HUDLER, JIRI",Detroit,73,997:14,10,27,18,37,105,142,185,9.52,0.60,1.62,1.08,2.23,6.32,8.54,11.13,20.0,54.0,74.0
120,"JEFFREY, DUSTIN",Pittsburgh,25,324:22,7,5,5,12,39,51,70,17.95,1.29,0.92,0.92,2.22,7.21,9.43,12.95,46.7,33.3,80.0
#,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,Sh%,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP
121,"GRABOVSKI, MIKHAIL",Toronto,81,1568:16,29,29,19,58,237,342,426,12.24,1.11,1.11,0.73,2.22,9.07,13.08,16.30,31.2,31.2,62.4
122,"RECCHI, MARK",Boston,81,1304:29,14,34,16,48,132,165,211,10.61,0.64,1.56,0.74,2.21,6.07,7.59,9.71,17.5,42.5,60.0
123,"LUPUL, JOFFREY",Toronto,54,843:38,14,17,9,31,129,176,221,10.85,1.00,1.21,0.64,2.20,9.17,12.52,15.72,29.2,35.4,64.6
124,"VAN_RIEMSDYK, JAMES",Philadelphia,75,1090:03,21,19,11,40,173,236,303,12.14,1.16,1.05,0.61,2.20,9.52,12.99,16.68,32.3,29.2,61.5
125,"PLEKANEC, TOMAS",Montreal,77,1559:10,22,35,21,57,226,305,397,9.73,0.85,1.35,0.81,2.19,8.70,11.74,15.28,26.2,41.7,67.9
126,"CONNOLLY, TIM",Buffalo,68,1149:22,13,29,13,42,151,199,273,8.61,0.68,1.51,0.68,2.19,7.88,10.39,14.25,21.3,47.5,68.9
127,"GERBE, NATHAN",Buffalo,64,853:19,16,15,8,31,171,217,263,9.36,1.12,1.05,0.56,2.18,12.02,15.26,18.49,36.4,34.1,70.5
128,"LADD, ANDREW",Winnipeg,81,1625:12,29,30,16,59,195,259,336,14.87,1.07,1.11,0.59,2.18,7.20,9.56,12.40,31.2,32.3,63.4
129,"STEEN, ALEXANDER",St. Louis,72,1408:04,20,31,17,51,218,338,457,9.17,0.85,1.32,0.72,2.17,9.29,14.40,19.47,29.0,44.9,73.9
130,"OSHIE, TJ",St. Louis,49,939:45,12,22,17,34,103,149,195,11.65,0.77,1.40,1.09,2.17,6.58,9.51,12.45,22.6,41.5,64.2
131,"UMBERGER, RJ",Columbus,82,1575:30,25,32,19,57,218,297,361,11.47,0.95,1.22,0.72,2.17,8.30,11.31,13.75,29.4,37.6,67.1
132,"THOMAS, BILL",Florida,23,194:21,4,3,1,7,32,44,45,12.50,1.23,0.93,0.31,2.16,9.88,13.58,13.89,57.1,42.9,100.0
133,"HARTNELL, SCOTT",Philadelphia,82,1360:36,24,25,14,49,176,241,290,13.64,1.06,1.10,0.62,2.16,7.76,10.63,12.79,28.6,29.8,58.3
134,"HUSELIUS, KRISTIAN",Columbus,39,638:47,14,9,5,23,94,139,176,14.89,1.31,0.85,0.47,2.16,8.83,13.06,16.53,50.0,32.1,82.1
135,"GREENING, COLIN",Ottawa,24,362:05,6,7,3,13,57,75,91,10.53,0.99,1.16,0.50,2.15,9.45,12.43,15.08,33.3,38.9,72.2
136,"MORROW, BRENDEN",Dallas,82,1575:18,33,23,14,56,209,304,362,15.79,1.26,0.88,0.53,2.13,7.96,11.58,13.79,32.4,22.5,54.9
137,"HALL, TAYLOR",Edmonton,65,1183:38,22,20,9,42,186,262,363,11.83,1.12,1.01,0.46,2.13,9.43,13.28,18.40,37.9,34.5,72.4
138,"STILLMAN, CORY",Carolina,65,1099:10,12,27,18,39,116,167,218,10.34,0.66,1.47,0.98,2.13,6.33,9.12,11.90,18.2,40.9,59.1
139,"HARJU, JOHAN",Tampa Bay,10,84:44,1,2,2,3,14,18,22,7.14,0.71,1.42,1.42,2.12,9.91,12.75,15.58,25.0,50.0,75.0
140,"RAYMOND, MASON",Vancouver,70,1105:56,15,24,12,39,197,260,329,7.61,0.81,1.30,0.65,2.12,10.69,14.11,17.85,30.6,49.0,79.6
141,"BROWN, DUSTIN",Los Angeles,82,1588:07,27,29,18,56,227,323,419,11.89,1.02,1.10,0.68,2.12,8.58,12.20,15.83,32.1,34.5,66.7
142,"EBERLE, JORDAN",Edmonton,69,1219:31,18,25,17,43,158,209,286,11.39,0.89,1.23,0.84,2.12,7.77,10.28,14.07,33.3,46.3,79.6
143,"PARENTEAU, PIERRE",NY Islanders,81,1476:00,20,32,18,52,162,205,264,12.35,0.81,1.30,0.73,2.11,6.59,8.33,10.73,23.3,37.2,60.5
144,"BOURQUE, RENE",Calgary,80,1420:17,27,23,14,50,218,308,382,12.39,1.14,0.97,0.59,2.11,9.21,13.01,16.14,38.6,32.9,71.4
145,"KOSTITSYN, ANDREI",Montreal,81,1286:58,20,25,17,45,196,274,363,10.20,0.93,1.17,0.79,2.10,9.14,12.77,16.92,30.8,38.5,69.2
146,"RYDER, MICHAEL",Boston,79,1144:23,17,23,15,40,164,218,294,10.37,0.89,1.21,0.79,2.10,8.60,11.43,15.41,29.8,40.4,70.2
147,"DALPE, ZAC",Carolina,14,114:52,3,1,0,4,16,22,28,18.75,1.57,0.52,0.00,2.09,8.36,11.49,14.63,50.0,16.7,66.7
148,"BERTUZZI, TODD",Detroit,81,1292:31,16,29,14,45,138,195,239,11.59,0.74,1.35,0.65,2.09,6.41,9.05,11.09,23.5,42.6,66.2
149,"GAGNER, SAM",Edmonton,68,1206:59,15,27,17,42,138,191,242,10.87,0.75,1.34,0.85,2.09,6.86,9.49,12.03,24.2,43.5,67.7
150,"COLE, ERIK",Carolina,81,1498:02,26,26,15,52,199,273,363,13.07,1.04,1.04,0.60,2.08,7.97,10.93,14.54,32.1,32.1,64.2
151,"DUBINSKY, BRANDON",NY Rangers,77,1556:28,24,30,19,54,202,272,343,11.88,0.93,1.16,0.73,2.08,7.79,10.49,13.22,28.9,36.1,65.1
152,"PERREAULT, MATHIEU",Washington,34,404:02,7,7,4,14,41,57,77,17.07,1.04,1.04,0.59,2.08,6.09,8.46,11.43,36.8,36.8,73.7
153,"VISNOVSKY, LUBOMIR",Anaheim,81,1967:43,18,50,18,68,152,231,339,11.84,0.55,1.52,0.55,2.07,4.63,7.04,10.34,12.3,34.2,46.6
154,"OMARK, LINUS",Edmonton,51,783:08,5,22,14,27,76,103,141,6.58,0.38,1.69,1.07,2.07,5.82,7.89,10.80,17.2,75.9,93.1
155,"ANTROPOV, NIK",Winnipeg,76,1189:24,16,25,16,41,105,151,183,15.24,0.81,1.26,0.81,2.07,5.30,7.62,9.23,26.7,41.7,68.3
156,"BOLLAND, DAVE",Chicago,61,1076:12,15,22,17,37,102,142,179,14.71,0.84,1.23,0.95,2.06,5.69,7.92,9.98,25.9,37.9,63.8
157,"BICKELL, BRYAN",Chicago,78,1079:22,17,20,10,37,130,175,219,13.08,0.94,1.11,0.56,2.06,7.23,9.73,12.17,30.4,35.7,66.1
